Date       Time,Pres,Depth,temp-.01,temp0,temp5,Conduct,TDS,salinity,spec_grav
2017-07-22 13:24:45,7436.64,65.390,12.62,12.62,12.63,35971,19429,22.35,1.018
2017-07-22 13:24:51,7436.37,65.387,12.62,12.62,12.63,35941,19411,22.33,1.018
2017-07-22 13:24:58,7436.37,65.387,12.62,12.62,12.63,36011,19447,22.37,1.018
2017-07-22 13:25:04,7435.48,65.378,12.62,12.62,12.63,36081,19483,22.42,1.018
2017-07-22 13:25:10,7437.52,65.399,12.62,12.62,12.63,36041,19464,22.39,1.018
2017-07-22 13:25:16,7435.48,65.378,12.62,12.62,12.63,36011,19449,22.37,1.018
2017-07-22 13:25:22,7436.64,65.390,12.62,12.62,12.63,36011,19447,22.37,1.018
2017-07-22 13:25:28,7437.52,65.399,12.62,12.62,12.63,36001,19441,22.36,1.018
2017-07-22 13:25:35,7436.37,65.387,12.62,12.62,12.63,36011,19447,22.37,1.018
2017-07-22 13:25:42,7437.52,65.399,12.56,12.62,12.63,36011,19448,22.37,1.018
2017-07-22 13:25:48,7438.67,65.410,12.62,12.62,12.63,36001,19441,22.36,1.018
2017-07-22 13:25:54,7437.52,65.399,12.62,12.62,12.63,35981,19429,22.35,1.018
2017-07-22 13:26:00,7437.79,65.401,12.56,12.62,12.63,36001,19445,22.37,1.018
2017-07-22 13:26:06,7437.52,65.399,12.62,12.62,12.63,35991,19437,22.36,1.018
2017-07-22 13:26:12,7437.52,65.399,12.62,12.62,12.63,36031,19459,22.39,1.018
2017-07-22 13:26:18,7439.83,65.422,12.62,12.62,12.63,36011,19449,22.37,1.018
2017-07-22 13:26:25,7439.55,65.419,12.56,12.62,12.63,36021,19451,22.38,1.018
2017-07-22 13:26:31,7439.83,65.422,12.62,12.62,12.63,36031,19461,22.39,1.018
2017-07-22 13:26:37,7439.83,65.422,12.62,12.62,12.63,36021,19452,22.38,1.018
2017-07-22 13:26:43,7441.25,65.437,12.62,12.62,12.63,36001,19443,22.37,1.018
2017-07-22 13:26:49,7441.25,65.437,12.62,12.62,12.63,36011,19450,22.37,1.018
2017-07-22 13:26:55,7440.98,65.434,12.62,12.62,12.63,36031,19459,22.39,1.018
2017-07-22 13:27:02,7439.83,65.422,12.56,12.62,12.63,36041,19463,22.39,1.018
2017-07-22 13:27:08,7442.41,65.448,12.62,12.62,12.63,35991,19438,22.36,1.018
2017-07-22 13:27:14,7440.98,65.434,12.62,12.62,12.63,36011,19448,22.37,1.018
2017-07-22 13:27:20,7440.98,65.434,12.62,12.62,12.63,36021,19455,22.38,1.018
2017-07-22 13:27:26,7440.98,65.434,12.62,12.62,12.63,36041,19464,22.39,1.018
2017-07-22 13:27:32,7442.13,65.446,12.62,12.62,12.63,36031,19461,22.39,1.018
2017-07-22 13:27:39,7442.13,65.446,12.62,12.62,12.63,36061,19473,22.40,1.018
2017-07-22 13:27:45,7443.29,65.457,12.62,12.62,12.63,36071,19478,22.41,1.018
2017-07-22 13:27:51,7443.56,65.460,12.62,12.62,12.63,36051,19471,22.40,1.018
2017-07-22 13:27:57,7442.13,65.446,12.62,12.62,12.63,36021,19455,22.38,1.018
2017-07-22 13:28:03,7443.29,65.457,12.62,12.62,12.63,36051,19469,22.40,1.018
2017-07-22 13:28:09,7444.71,65.472,12.62,12.62,12.63,35991,19436,22.36,1.018
2017-07-22 13:28:16,7444.44,65.469,12.62,12.62,12.63,36031,19457,22.38,1.018
2017-07-22 13:28:22,7443.29,65.457,12.62,12.62,12.63,36031,19459,22.39,1.018
2017-07-22 13:28:28,7445.60,65.481,12.62,12.62,12.63,36041,19464,22.39,1.018
2017-07-22 13:28:34,7444.16,65.466,12.62,12.62,12.63,35981,19434,22.36,1.018
2017-07-22 13:28:40,7444.44,65.469,12.62,12.62,12.63,36001,19441,22.36,1.018
2017-07-22 13:28:46,7445.60,65.481,12.62,12.62,12.63,35991,19438,22.36,1.018
2017-07-22 13:28:52,7445.60,65.481,12.62,12.62,12.63,35991,19438,22.36,1.018
2017-07-22 13:28:59,7445.60,65.481,12.62,12.62,12.63,36081,19487,22.42,1.018
2017-07-22 13:29:05,7445.60,65.481,12.62,12.62,12.63,36031,19459,22.39,1.018
2017-07-22 13:29:11,7445.60,65.481,12.62,12.62,12.63,36031,19457,22.38,1.018
2017-07-22 13:29:17,7445.87,65.484,12.62,12.62,12.63,35971,19427,22.35,1.018
2017-07-22 13:29:23,7445.60,65.481,12.62,12.62,12.63,36011,19449,22.37,1.018
2017-07-22 13:29:29,7446.75,65.493,12.62,12.62,12.63,36061,19477,22.41,1.018
2017-07-22 13:29:36,7446.75,65.493,12.62,12.62,12.63,36081,19486,22.42,1.018
2017-07-22 13:29:42,7446.75,65.493,12.62,12.62,12.63,36041,19462,22.39,1.018
2017-07-22 13:29:48,7446.75,65.493,12.62,12.62,12.63,36011,19448,22.37,1.018
2017-07-22 13:29:54,7446.75,65.493,12.62,12.62,12.63,35931,19406,22.32,1.018
2017-07-22 13:30:00,7447.62,65.502,12.62,12.62,12.63,36071,19482,22.41,1.018
2017-07-22 13:30:06,7447.90,65.505,12.62,12.62,12.63,36201,19552,22.50,1.018
2017-07-22 13:30:13,7446.47,65.490,12.62,12.62,12.63,36121,19508,22.45,1.018
2017-07-22 13:30:19,7449.06,65.516,12.62,12.62,12.63,36061,19472,22.40,1.018
2017-07-22 13:30:25,7447.62,65.502,12.62,12.62,12.63,36131,19511,22.45,1.018
2017-07-22 13:30:31,7447.62,65.502,12.62,12.62,12.63,36031,19457,22.39,1.018
2017-07-22 13:30:37,7449.06,65.516,12.62,12.62,12.63,36041,19466,22.40,1.018
2017-07-22 13:30:43,7449.06,65.516,12.62,12.62,12.63,36201,19549,22.50,1.018
2017-07-22 13:30:50,7449.06,65.516,12.62,12.62,12.63,36131,19512,22.45,1.018
2017-07-22 13:30:56,7450.21,65.528,12.62,12.62,12.63,36161,19531,22.48,1.018
2017-07-22 13:31:02,7449.93,65.525,12.62,12.62,12.63,36201,19550,22.50,1.018
2017-07-22 13:31:08,7450.21,65.528,12.62,12.62,12.63,36191,19545,22.49,1.018
2017-07-22 13:31:14,7450.21,65.528,12.62,12.62,12.63,36031,19456,22.38,1.018
2017-07-22 13:31:20,7451.36,65.540,12.62,12.62,12.63,35961,19421,22.34,1.018
2017-07-22 13:31:26,7450.21,65.528,12.62,12.62,12.63,36071,19480,22.41,1.018
2017-07-22 13:31:33,7451.08,65.537,12.62,12.62,12.63,36001,19442,22.36,1.018
2017-07-22 13:31:39,7451.08,65.537,12.62,12.62,12.63,35971,19429,22.35,1.018
2017-07-22 13:31:45,7450.21,65.528,12.62,12.62,12.63,36091,19489,22.42,1.018
2017-07-22 13:31:51,7450.21,65.528,12.62,12.62,12.63,36111,19501,22.44,1.018
2017-07-22 13:31:57,7450.21,65.528,12.62,12.62,12.63,36041,19462,22.39,1.018
2017-07-22 13:32:03,7452.52,65.552,12.62,12.62,12.63,36131,19515,22.46,1.018
2017-07-22 13:32:10,7453.67,65.563,12.62,12.62,12.63,36031,19460,22.39,1.018
2017-07-22 13:32:16,7452.52,65.552,12.62,12.62,12.63,35991,19436,22.36,1.018
2017-07-22 13:32:22,7453.67,65.563,12.62,12.62,12.63,35931,19405,22.32,1.018
2017-07-22 13:32:28,7453.39,65.560,12.62,12.62,12.63,36021,19451,22.38,1.018
2017-07-22 13:32:34,7451.36,65.540,12.62,12.62,12.63,35981,19434,22.36,1.018
2017-07-22 13:32:40,7453.39,65.560,12.62,12.62,12.63,36041,19462,22.39,1.018
2017-07-22 13:32:47,7453.67,65.563,12.62,12.62,12.63,36031,19460,22.39,1.018
2017-07-22 13:32:53,7454.55,65.572,12.62,12.62,12.63,36011,19448,22.37,1.018
2017-07-22 13:32:59,7452.52,65.552,12.62,12.62,12.63,36091,19493,22.43,1.018
2017-07-22 13:33:05,7453.67,65.563,12.62,12.62,12.63,35981,19432,22.35,1.018
2017-07-22 13:33:11,7453.67,65.563,12.62,12.62,12.63,36021,19451,22.38,1.018
2017-07-22 13:33:17,7453.67,65.563,12.62,12.62,12.63,36091,19489,22.42,1.018
2017-07-22 13:33:24,7454.83,65.575,12.62,12.62,12.63,36081,19484,22.42,1.018
2017-07-22 13:33:30,7454.83,65.575,12.62,12.62,12.63,36171,19533,22.48,1.018
2017-07-22 13:33:36,7454.83,65.575,12.62,12.62,12.63,36081,19485,22.42,1.018
2017-07-22 13:33:42,7454.83,65.575,12.62,12.62,12.63,36111,19500,22.44,1.018
2017-07-22 13:33:48,7455.98,65.587,12.56,12.62,12.63,36181,19542,22.49,1.018
2017-07-22 13:33:54,7454.55,65.572,12.62,12.62,12.63,36061,19472,22.40,1.018
2017-07-22 13:34:01,7455.98,65.587,12.62,12.62,12.63,36001,19445,22.37,1.018
2017-07-22 13:34:07,7455.98,65.587,12.62,12.62,12.63,35991,19439,22.36,1.018
2017-07-22 13:34:13,7457.13,65.599,12.62,12.62,12.63,35931,19405,22.32,1.018
2017-07-22 13:34:19,7457.13,65.599,12.62,12.62,12.63,36111,19499,22.44,1.018
2017-07-22 13:34:25,7455.98,65.587,12.62,12.62,12.63,36061,19472,22.40,1.018
2017-07-22 13:34:31,7456.85,65.596,12.62,12.62,12.63,36131,19515,22.46,1.018
2017-07-22 13:34:38,7458.29,65.610,12.62,12.62,12.63,36101,19496,22.43,1.018
2017-07-22 13:34:44,7457.13,65.599,12.62,12.62,12.63,36071,19479,22.41,1.018
2017-07-22 13:34:50,7457.13,65.599,12.62,12.62,12.63,36071,19479,22.41,1.018
2017-07-22 13:34:56,7457.13,65.599,12.62,12.62,12.63,36001,19444,22.37,1.018
2017-07-22 13:35:02,7457.13,65.599,12.62,12.62,12.63,35931,19407,22.32,1.018
2017-07-22 13:35:08,7458.29,65.610,12.62,12.62,12.63,35981,19430,22.35,1.018
2017-07-22 13:35:15,7458.01,65.608,12.62,12.62,12.63,36011,19450,22.37,1.018
2017-07-22 13:35:21,7458.01,65.608,12.62,12.62,12.63,36111,19501,22.44,1.018
2017-07-22 13:35:27,7459.44,65.622,12.62,12.62,12.63,36141,19519,22.46,1.018
2017-07-22 13:35:33,7459.16,65.619,12.62,12.62,12.63,36011,19450,22.37,1.018
2017-07-22 13:35:39,7459.16,65.619,12.62,12.62,12.57,35961,19419,22.34,1.018
2017-07-22 13:35:45,7459.44,65.622,12.62,12.62,12.63,36001,19443,22.37,1.018
2017-07-22 13:35:52,7459.16,65.619,12.62,12.62,12.63,35961,19421,22.34,1.018
2017-07-22 13:35:58,7459.44,65.622,12.62,12.62,12.63,36081,19488,22.42,1.018
2017-07-22 13:36:04,7460.59,65.634,12.62,12.62,12.63,36141,19516,22.46,1.018
2017-07-22 13:36:10,7460.31,65.631,12.62,12.62,12.63,36021,19451,22.38,1.018
2017-07-22 13:36:16,7460.31,65.631,12.62,12.62,12.63,36001,19445,22.37,1.018
2017-07-22 13:36:22,7460.59,65.634,12.62,12.62,12.63,36061,19473,22.40,1.018
2017-07-22 13:36:29,7459.16,65.619,12.62,12.62,12.63,35981,19432,22.35,1.018
2017-07-22 13:36:35,7460.59,65.634,12.62,12.62,12.63,36001,19441,22.36,1.018
2017-07-22 13:36:41,7461.75,65.646,12.62,12.62,12.63,36081,19488,22.42,1.018
2017-07-22 13:36:47,7460.59,65.634,12.62,12.62,12.63,36041,19462,22.39,1.018
2017-07-22 13:36:53,7461.75,65.646,12.62,12.62,12.63,36051,19471,22.40,1.018
2017-07-22 13:36:59,7460.59,65.634,12.62,12.62,12.63,35961,19419,22.34,1.018
2017-07-22 13:37:06,7461.47,65.643,12.62,12.62,12.63,36061,19473,22.40,1.018
2017-07-22 13:37:12,7462.62,65.655,12.62,12.62,12.63,36021,19454,22.38,1.018
2017-07-22 13:37:18,7461.47,65.643,12.62,12.62,12.63,36061,19472,22.40,1.018
2017-07-22 13:37:24,7460.59,65.634,12.62,12.62,12.63,36021,19452,22.38,1.018
2017-07-22 13:37:30,7462.62,65.655,12.62,12.62,12.63,36041,19462,22.39,1.018
2017-07-22 13:37:36,7462.62,65.655,12.62,12.62,12.63,36031,19457,22.38,1.018
2017-07-22 13:37:43,7462.62,65.655,12.62,12.62,12.63,36011,19446,22.37,1.018
2017-07-22 13:37:49,7464.05,65.669,12.62,12.62,12.63,36031,19459,22.39,1.018
2017-07-22 13:37:55,7462.62,65.655,12.62,12.62,12.63,36041,19462,22.39,1.018
2017-07-22 13:38:01,7462.90,65.657,12.62,12.62,12.63,36001,19441,22.36,1.018
2017-07-22 13:38:07,7464.05,65.669,12.62,12.62,12.63,36111,19503,22.44,1.018
2017-07-22 13:38:13,7464.05,65.669,12.62,12.62,12.63,36101,19495,22.43,1.018
2017-07-22 13:38:20,7465.21,65.681,12.62,12.62,12.63,36051,19469,22.40,1.018
2017-07-22 13:38:26,7463.77,65.666,12.62,12.62,12.63,36181,19542,22.49,1.018
2017-07-22 13:38:32,7463.77,65.666,12.62,12.62,12.63,36071,19481,22.41,1.018
2017-07-22 13:38:38,7464.93,65.678,12.62,12.62,12.63,36041,19462,22.39,1.018
2017-07-22 13:38:44,7463.49,65.663,12.62,12.62,12.63,36091,19489,22.42,1.018
2017-07-22 13:38:50,7465.21,65.681,12.62,12.62,12.63,36091,19491,22.43,1.018
2017-07-22 13:38:56,7466.36,65.693,12.62,12.62,12.63,36071,19482,22.42,1.018
2017-07-22 13:39:03,7466.36,65.693,12.62,12.62,12.63,36061,19477,22.41,1.018
2017-07-22 13:39:09,7466.36,65.693,12.62,12.62,12.63,36021,19454,22.38,1.018
2017-07-22 13:39:15,7466.08,65.690,12.62,12.62,12.63,35971,19424,22.34,1.018
2017-07-22 13:39:21,7466.08,65.690,12.62,12.62,12.63,36001,19442,22.36,1.018
2017-07-22 13:39:27,7464.93,65.678,12.62,12.62,12.63,36031,19459,22.39,1.018
2017-07-22 13:39:33,7467.23,65.702,12.62,12.62,12.63,36121,19509,22.45,1.018
2017-07-22 13:39:40,7466.08,65.690,12.62,12.62,12.63,36041,19462,22.39,1.018
2017-07-22 13:39:46,7467.52,65.704,12.62,12.62,12.63,36011,19446,22.37,1.018
2017-07-22 13:39:52,7467.23,65.702,12.62,12.62,12.63,35941,19409,22.32,1.018
2017-07-22 13:39:58,7467.23,65.702,12.62,12.62,12.63,35961,19423,22.34,1.018
2017-07-22 13:40:04,7468.67,65.716,12.62,12.62,12.63,35991,19436,22.36,1.018
2017-07-22 13:40:10,7467.52,65.704,12.62,12.62,12.63,35931,19407,22.32,1.018
2017-07-22 13:40:17,7468.39,65.713,12.62,12.62,12.63,35951,19415,22.33,1.018
2017-07-22 13:40:23,7468.39,65.713,12.62,12.62,12.63,35931,19402,22.31,1.018
2017-07-22 13:40:29,7468.39,65.713,12.62,12.62,12.63,35961,19421,22.34,1.018
2017-07-22 13:40:35,7468.39,65.713,12.62,12.62,12.63,36011,19449,22.37,1.018
2017-07-22 13:40:41,7469.82,65.728,12.62,12.62,12.63,35981,19434,22.36,1.018
2017-07-22 13:40:47,7468.67,65.716,12.62,12.62,12.63,36041,19466,22.39,1.018
2017-07-22 13:40:54,7469.54,65.725,12.62,12.62,12.63,36011,19445,22.37,1.018
2017-07-22 13:41:00,7469.54,65.725,12.62,12.62,12.63,36071,19478,22.41,1.018
2017-07-22 13:41:06,7470.98,65.740,12.62,12.62,12.63,36001,19444,22.37,1.018
2017-07-22 13:41:12,7469.82,65.728,12.62,12.62,12.63,35991,19437,22.36,1.018
2017-07-22 13:41:18,7470.70,65.737,12.62,12.62,12.63,36001,19442,22.36,1.018
2017-07-22 13:41:24,7469.82,65.728,12.62,12.62,12.63,36011,19449,22.37,1.018
2017-07-22 13:41:31,7470.98,65.740,12.62,12.62,12.63,35971,19429,22.35,1.018
2017-07-22 13:41:37,7470.98,65.740,12.62,12.62,12.63,35981,19430,22.35,1.018
2017-07-22 13:41:43,7471.85,65.749,12.62,12.62,12.63,35941,19411,22.33,1.018
2017-07-22 13:41:49,7470.98,65.740,12.62,12.62,12.63,35981,19430,22.35,1.018
2017-07-22 13:41:55,7470.98,65.740,12.62,12.62,12.63,36041,19462,22.39,1.018
2017-07-22 13:42:01,7471.25,65.743,12.62,12.62,12.63,36031,19457,22.38,1.018
2017-07-22 13:42:08,7471.85,65.749,12.62,12.62,12.63,35941,19411,22.33,1.018
2017-07-22 13:42:14,7472.13,65.751,12.62,12.62,12.63,36091,19491,22.43,1.018
2017-07-22 13:42:20,7472.13,65.751,12.62,12.62,12.63,36011,19449,22.37,1.018
2017-07-22 13:42:26,7472.13,65.751,12.62,12.62,12.63,36011,19446,22.37,1.018
2017-07-22 13:42:32,7474.16,65.772,12.62,12.62,12.63,35981,19432,22.35,1.018
2017-07-22 13:42:38,7473.28,65.763,12.62,12.62,12.63,36011,19449,22.37,1.018
2017-07-22 13:42:45,7474.44,65.775,12.62,12.62,12.63,36001,19441,22.36,1.018
2017-07-22 13:42:52,7473.00,65.760,12.62,12.62,12.63,36091,19491,22.43,1.018
2017-07-22 13:42:58,7473.28,65.763,12.62,12.62,12.63,35981,19432,22.35,1.018
2017-07-22 13:43:04,7474.44,65.775,12.62,12.62,12.63,35981,19430,22.35,1.018
2017-07-22 13:43:10,7475.31,65.784,12.62,12.62,12.63,36001,19442,22.36,1.018
2017-07-22 13:43:16,7474.44,65.775,12.62,12.62,12.63,36021,19452,22.38,1.018
2017-07-22 13:43:22,7475.31,65.784,12.62,12.62,12.63,36121,19506,22.44,1.018
2017-07-22 13:43:29,7474.44,65.775,12.62,12.62,12.63,36011,19450,22.37,1.018
2017-07-22 13:43:35,7474.44,65.775,12.62,12.62,12.63,36031,19461,22.39,1.018
2017-07-22 13:43:41,7473.00,65.760,12.62,12.62,12.63,36001,19441,22.36,1.018
2017-07-22 13:43:47,7475.31,65.784,12.62,12.62,12.63,35951,19416,22.33,1.018
2017-07-22 13:43:53,7476.46,65.796,12.62,12.62,12.63,35961,19423,22.34,1.018
2017-07-22 13:43:59,7476.46,65.796,12.62,12.62,12.63,35901,19390,22.30,1.018
2017-07-22 13:44:06,7476.18,65.793,12.62,12.62,12.63,35961,19421,22.34,1.018
2017-07-22 13:44:12,7475.31,65.784,12.62,12.62,12.63,35971,19428,22.35,1.018
2017-07-22 13:44:18,7476.46,65.796,12.62,12.62,12.63,36021,19451,22.38,1.018
2017-07-22 13:44:24,7476.74,65.799,12.62,12.62,12.63,36001,19443,22.37,1.018
2017-07-22 13:44:30,7476.46,65.796,12.62,12.62,12.63,35961,19422,22.34,1.018
2017-07-22 13:44:36,7476.74,65.799,12.62,12.62,12.63,36091,19491,22.43,1.018
2017-07-22 13:44:43,7476.74,65.799,12.62,12.62,12.63,36121,19510,22.45,1.018
2017-07-22 13:44:49,7476.46,65.796,12.62,12.62,12.63,36101,19496,22.43,1.018
2017-07-22 13:44:55,7477.62,65.807,12.62,12.62,12.63,36041,19464,22.39,1.018
2017-07-22 13:45:01,7478.77,65.819,12.62,12.62,12.63,36041,19466,22.40,1.018
2017-07-22 13:45:07,7477.90,65.810,12.62,12.62,12.63,35961,19420,22.34,1.018
2017-07-22 13:45:13,7479.92,65.831,12.62,12.62,12.63,35991,19436,22.36,1.018
2017-07-22 13:45:20,7477.90,65.810,12.62,12.62,12.63,36021,19452,22.38,1.018
2017-07-22 13:45:26,7477.62,65.807,12.62,12.62,12.63,36001,19441,22.36,1.018
2017-07-22 13:45:32,7478.17,65.813,12.62,12.62,12.63,35951,19416,22.33,1.018
2017-07-22 13:45:38,7478.77,65.819,12.62,12.62,12.63,35941,19412,22.33,1.018
2017-07-22 13:45:44,7478.77,65.819,12.62,12.62,12.63,36011,19448,22.37,1.018
2017-07-22 13:45:50,7478.77,65.819,12.62,12.62,12.63,35961,19419,22.34,1.018
2017-07-22 13:45:56,7479.92,65.831,12.62,12.62,12.63,35941,19412,22.33,1.018
2017-07-22 13:46:03,7478.77,65.819,12.62,12.62,12.63,35961,19423,22.34,1.018
2017-07-22 13:46:09,7478.77,65.819,12.62,12.62,12.63,35991,19436,22.36,1.018
2017-07-22 13:46:15,7479.92,65.831,12.62,12.62,12.63,35971,19429,22.35,1.018
2017-07-22 13:46:21,7481.08,65.843,12.62,12.62,12.63,36001,19445,22.37,1.018
2017-07-22 13:46:27,7481.08,65.843,12.62,12.62,12.63,35951,19414,22.33,1.018
2017-07-22 13:46:33,7481.08,65.843,12.62,12.62,12.63,35981,19432,22.35,1.018
2017-07-22 13:46:40,7481.36,65.846,12.62,12.62,12.63,35981,19429,22.35,1.018
2017-07-22 13:46:46,7481.36,65.846,12.62,12.62,12.63,36021,19451,22.38,1.018
2017-07-22 13:46:52,7484.54,65.878,12.62,12.62,12.63,36051,19469,22.40,1.018
2017-07-22 13:46:58,7482.51,65.857,12.62,12.62,12.63,36041,19463,22.39,1.018
2017-07-22 13:47:04,7481.08,65.843,12.62,12.62,12.63,36161,19530,22.48,1.018
2017-07-22 13:47:10,7481.08,65.843,12.62,12.62,12.63,36061,19475,22.40,1.018
2017-07-22 13:47:17,7481.08,65.843,12.62,12.62,12.63,36021,19453,22.38,1.018
2017-07-22 13:47:23,7484.54,65.878,12.62,12.62,12.63,36051,19468,22.40,1.018
2017-07-22 13:47:29,7483.67,65.869,12.62,12.62,12.63,35961,19423,22.34,1.018
2017-07-22 13:47:35,7483.39,65.866,12.62,12.62,12.63,35981,19430,22.35,1.018
2017-07-22 13:47:41,7482.23,65.854,12.62,12.62,12.63,36001,19443,22.37,1.018
2017-07-22 13:47:47,7483.39,65.866,12.62,12.62,12.63,35981,19433,22.35,1.018
2017-07-22 13:47:54,7484.54,65.878,12.62,12.62,12.63,36041,19465,22.39,1.018
2017-07-22 13:48:00,7483.39,65.866,12.62,12.62,12.63,36071,19479,22.41,1.018
2017-07-22 13:48:06,7484.82,65.881,12.62,12.62,12.63,36011,19448,22.37,1.018
2017-07-22 13:48:12,7483.39,65.866,12.62,12.62,12.63,36051,19470,22.40,1.018
2017-07-22 13:48:18,7484.54,65.878,12.62,12.62,12.63,35991,19436,22.36,1.018
2017-07-22 13:48:24,7484.82,65.881,12.62,12.62,12.63,35991,19439,22.36,1.018
2017-07-22 13:48:31,7485.97,65.893,12.62,12.62,12.63,36031,19456,22.38,1.018
2017-07-22 13:48:37,7486.85,65.902,12.62,12.62,12.63,36061,19473,22.40,1.018
2017-07-22 13:48:43,7485.97,65.893,12.62,12.62,12.63,36091,19491,22.43,1.018
2017-07-22 13:48:49,7485.69,65.890,12.62,12.62,12.63,36071,19482,22.42,1.018
2017-07-22 13:48:55,7486.85,65.902,12.62,12.62,12.63,36061,19476,22.41,1.018
2017-07-22 13:49:01,7485.97,65.893,12.62,12.62,12.63,36011,19448,22.37,1.018
2017-07-22 13:49:08,7487.13,65.904,12.62,12.62,12.63,36021,19455,22.38,1.018
2017-07-22 13:49:14,7486.85,65.902,12.62,12.62,12.63,36011,19447,22.37,1.018
2017-07-22 13:49:20,7488.28,65.916,12.62,12.62,12.63,36011,19449,22.37,1.018
2017-07-22 13:49:26,7486.85,65.902,12.62,12.62,12.63,36011,19450,22.37,1.018
2017-07-22 13:49:32,7488.00,65.913,12.62,12.62,12.63,35991,19437,22.36,1.018
2017-07-22 13:49:38,7488.00,65.913,12.62,12.62,12.63,35961,19419,22.33,1.018
2017-07-22 13:49:45,7486.85,65.902,12.62,12.62,12.63,36121,19510,22.45,1.018
2017-07-22 13:49:51,7488.00,65.913,12.62,12.62,12.63,36061,19477,22.41,1.018
2017-07-22 13:49:57,7488.00,65.913,12.62,12.62,12.63,36061,19477,22.41,1.018
2017-07-22 13:50:03,7488.00,65.913,12.62,12.62,12.63,36041,19463,22.39,1.018
2017-07-22 13:50:09,7489.15,65.925,12.62,12.62,12.63,36091,19491,22.43,1.018
2017-07-22 13:50:15,7489.15,65.925,12.62,12.62,12.63,36041,19464,22.39,1.018
2017-07-22 13:50:22,7489.15,65.925,12.62,12.62,12.63,36031,19456,22.38,1.018
2017-07-22 13:50:28,7490.31,65.937,12.62,12.62,12.63,36071,19479,22.41,1.018
2017-07-22 13:50:34,7489.43,65.928,12.62,12.62,12.63,36051,19470,22.40,1.018
2017-07-22 13:50:40,7490.31,65.937,12.62,12.62,12.63,36121,19505,22.44,1.018
2017-07-22 13:50:46,7490.31,65.937,12.62,12.62,12.63,36051,19471,22.40,1.018
2017-07-22 13:50:52,7491.46,65.949,12.62,12.62,12.63,36081,19485,22.42,1.018
2017-07-22 13:50:59,7489.15,65.925,12.62,12.62,12.63,36071,19481,22.41,1.018
2017-07-22 13:51:05,7489.43,65.928,12.62,12.62,12.63,35991,19436,22.36,1.018
2017-07-22 13:51:11,7490.03,65.934,12.62,12.62,12.63,36021,19452,22.38,1.018
2017-07-22 13:51:17,7490.59,65.940,12.62,12.62,12.63,35991,19437,22.36,1.018
2017-07-22 13:51:23,7491.74,65.951,12.62,12.62,12.63,35971,19427,22.35,1.018
2017-07-22 13:51:29,7490.31,65.937,12.62,12.62,12.63,36041,19463,22.39,1.018
2017-07-22 13:51:36,7491.46,65.949,12.62,12.62,12.63,36031,19457,22.39,1.018
2017-07-22 13:51:42,7491.46,65.949,12.62,12.62,12.63,36041,19466,22.39,1.018
2017-07-22 13:51:48,7491.74,65.951,12.62,12.62,12.63,36091,19493,22.43,1.018
2017-07-22 13:51:54,7492.61,65.960,12.62,12.62,12.63,36021,19453,22.38,1.018
2017-07-22 13:52:00,7492.61,65.960,12.62,12.62,12.63,36031,19458,22.39,1.018
2017-07-22 13:52:07,7492.61,65.960,12.62,12.62,12.63,36051,19467,22.40,1.018
2017-07-22 13:52:13,7493.77,65.972,12.62,12.62,12.63,36131,19515,22.46,1.018
2017-07-22 13:52:20,7491.46,65.949,12.62,12.62,12.63,36011,19448,22.37,1.018
2017-07-22 13:52:26,7493.77,65.972,12.62,12.62,12.63,36031,19457,22.38,1.018
2017-07-22 13:52:32,7493.77,65.972,12.62,12.62,12.63,36031,19457,22.38,1.018
2017-07-22 13:52:38,7494.05,65.975,12.62,12.62,12.63,36051,19468,22.40,1.018
2017-07-22 13:52:44,7494.64,65.981,12.62,12.62,12.63,36001,19444,22.37,1.018
2017-07-22 13:52:50,7494.92,65.984,12.62,12.62,12.63,35961,19423,22.34,1.018
2017-07-22 13:52:57,7495.20,65.987,12.62,12.62,12.63,36001,19441,22.36,1.018
2017-07-22 13:53:03,7493.77,65.972,12.62,12.62,12.63,36021,19454,22.38,1.018
2017-07-22 13:53:09,7494.64,65.981,12.62,12.62,12.63,36071,19478,22.41,1.018
2017-07-22 13:53:15,7494.92,65.984,12.62,12.62,12.63,35991,19435,22.36,1.018
2017-07-22 13:53:21,7495.20,65.987,12.62,12.62,12.63,35951,19416,22.33,1.018
2017-07-22 13:53:27,7496.08,65.996,12.62,12.62,12.63,36011,19448,22.37,1.018
2017-07-22 13:53:34,7494.05,65.975,12.62,12.62,12.63,36031,19459,22.39,1.018
2017-07-22 13:53:40,7494.92,65.984,12.62,12.62,12.63,36031,19459,22.39,1.018
2017-07-22 13:53:46,7495.79,65.993,12.62,12.62,12.63,36021,19452,22.38,1.018
2017-07-22 13:53:52,7496.36,65.998,12.62,12.62,12.63,36041,19464,22.39,1.018
2017-07-22 13:53:58,7496.08,65.996,12.62,12.62,12.63,36011,19449,22.37,1.018
2017-07-22 13:54:04,7496.08,65.996,12.62,12.62,12.63,35991,19439,22.36,1.018
2017-07-22 13:54:10,7497.23,66.007,12.62,12.62,12.63,35981,19429,22.35,1.018
2017-07-22 13:54:17,7496.95,66.004,12.62,12.62,12.63,36101,19494,22.43,1.018
2017-07-22 13:54:23,7498.38,66.019,12.62,12.62,12.63,36181,19539,22.49,1.018
2017-07-22 13:54:29,7498.38,66.019,12.62,12.62,12.63,36181,19537,22.48,1.018
