Date       Time,Pres,Depth,temp-.01,temp0,temp3.8,Conduct,TDS,salinity,spec_grav
2017-07-27 13:08:07,1019.28,-0.000,17.62,17.25,15.07,113.5,61,0.00,1.000
2017-07-27 13:08:11,1020.45,-0.012,17.62,17.25,15.07,113.7,61,0.00,1.000
2017-07-27 13:08:16,1018.09,0.012,17.62,17.25,15.01,113.5,61,0.00,1.000
2017-07-27 13:08:20,1019.26,0.000,17.56,17.25,15.01,113.5,61,0.00,1.000
2017-07-27 13:08:24,1016.92,0.024,17.56,17.25,15.01,113.7,61,0.00,1.000
2017-07-27 13:08:28,1019.25,0.000,17.56,17.19,15.01,113.6,61,0.00,1.000
2017-07-27 13:08:32,1019.26,0.000,17.56,17.19,15.01,113.6,61,0.00,1.000
2017-07-27 13:08:37,1016.90,0.024,17.56,17.19,15.07,113.9,61,0.00,1.000
2017-07-27 13:08:41,1018.07,0.012,17.56,17.19,15.01,113.4,61,0.00,1.000
2017-07-27 13:08:45,1016.88,0.024,17.56,17.19,15.01,113.6,61,0.00,1.000
2017-07-27 13:08:49,1018.06,0.012,17.56,17.19,15.01,113.6,61,0.00,1.000
2017-07-27 13:08:53,1021.59,-0.024,17.62,17.19,15.01,113.4,61,0.00,1.000
2017-07-27 13:08:57,1018.07,0.012,17.56,17.12,15.01,113.8,61,0.00,1.000
2017-07-27 13:09:02,1018.04,0.012,17.62,17.12,15.01,113.6,61,0.00,1.000
2017-07-27 13:09:06,1018.06,0.012,17.62,17.12,15.01,113.6,61,0.00,1.000
2017-07-27 13:09:11,1018.06,0.012,17.62,17.12,15.01,114.0,62,0.00,1.000
2017-07-27 13:09:15,1016.88,0.024,17.62,17.12,15.01,114.0,62,0.00,1.000
2017-07-27 13:09:19,1016.88,0.024,17.69,17.12,15.01,113.7,61,0.00,1.000
2017-07-27 13:09:23,1016.87,0.024,17.69,17.12,15.01,113.7,61,0.00,1.000
2017-07-27 13:09:28,1016.88,0.024,17.69,17.12,15.01,113.8,61,0.00,1.000
2017-07-27 13:09:32,1015.71,0.036,17.69,17.12,15.01,113.5,61,0.00,1.000
2017-07-27 13:09:36,1019.21,0.001,17.75,17.19,15.01,113.6,61,0.00,1.000
2017-07-27 13:09:40,1018.06,0.012,17.75,17.19,15.01,113.6,61,0.00,1.000
2017-07-27 13:09:44,1018.04,0.012,17.75,17.19,15.01,113.6,61,0.00,1.000
2017-07-27 13:09:49,1015.69,0.036,17.75,17.19,15.01,113.6,61,0.00,1.000
2017-07-27 13:09:53,1016.85,0.025,17.75,17.19,15.01,113.6,61,0.00,1.000
2017-07-27 13:09:57,1021.55,-0.023,17.75,17.19,15.01,113.4,61,0.00,1.000
2017-07-27 13:10:01,1019.19,0.001,17.75,17.12,15.01,113.8,61,0.00,1.000
2017-07-27 13:10:05,1018.02,0.013,17.75,17.12,15.01,113.8,61,0.00,1.000
2017-07-27 13:10:09,1019.17,0.001,17.81,17.19,15.01,31190,16845,19.28,1.016
2017-07-27 13:10:13,1019.21,0.001,17.88,17.19,15.01,3389,1830,1.77,1.002
2017-07-27 13:10:18,1021.54,-0.023,16.94,16.88,15.01,32630,17620,20.25,1.016
2017-07-27 13:10:23,1049.57,-0.309,15.88,15.94,15.01,33281,17974,20.67,1.017
2017-07-27 13:10:27,1082.27,-0.642,15.38,15.56,15.01,33511,18100,20.81,1.017
2017-07-27 13:10:32,1198.18,-1.824,14.88,15.25,15.01,33371,18024,20.70,1.017
2017-07-27 13:10:36,1264.90,-2.504,14.38,14.69,15.01,33681,18192,20.89,1.017
2017-07-27 13:10:40,1364.46,-3.519,14.12,14.38,15.01,33901,18308,21.03,1.017
2017-07-27 13:10:45,1386.68,-3.745,14.00,14.12,15.01,34191,18467,21.22,1.017
2017-07-27 13:10:49,1454.47,-4.436,14.00,14.00,14.94,34221,18481,21.23,1.017
2017-07-27 13:10:53,1468.42,-4.579,13.88,13.94,14.76,34251,18496,21.24,1.017
2017-07-27 13:10:57,1508.12,-4.983,13.81,13.88,14.57,34271,18511,21.26,1.017
2017-07-27 13:11:01,1577.04,-5.686,13.75,13.81,14.32,34291,18519,21.26,1.017
2017-07-27 13:11:05,1751.24,-7.462,13.69,13.75,14.07,34221,18480,21.21,1.017
2017-07-27 13:11:09,1931.06,-9.295,13.56,13.62,13.88,34311,18530,21.27,1.017
2017-07-27 13:11:14,2293.11,-12.985,13.50,13.56,13.63,34291,18517,21.25,1.017
2017-07-27 13:11:18,2667.50,-16.802,13.31,13.38,13.38,34271,18510,21.23,1.017
2017-07-27 13:11:22,3035.67,-20.555,13.19,13.19,13.19,34441,18598,21.33,1.017
2017-07-27 13:11:26,3399.03,-24.259,13.06,13.06,13.07,34581,18677,21.43,1.017
2017-07-27 13:11:30,3787.63,-28.220,13.06,13.00,13.01,34621,18700,21.45,1.017
2017-07-27 13:11:35,4171.63,-32.134,13.00,13.00,13.01,34421,18591,21.31,1.017
2017-07-27 13:11:39,4568.35,-36.178,13.00,13.00,13.01,34431,18596,21.32,1.017
2017-07-27 13:11:43,4963.49,-40.206,13.00,13.00,13.01,33551,18119,20.72,1.017
2017-07-27 13:11:47,5336.57,-44.009,12.94,12.94,12.94,30010,16209,18.34,1.015
2017-07-27 13:11:51,5642.44,-47.127,12.94,12.94,12.94,32060,17313,19.71,1.016
2017-07-27 13:11:55,5965.90,-50.424,12.94,12.88,12.88,33361,18019,20.59,1.017
2017-07-27 13:12:00,6340.35,-54.241,12.94,12.88,12.88,32831,17733,20.23,1.016
2017-07-27 13:12:04,6726.34,-58.176,12.88,12.88,12.88,33101,17874,20.41,1.017
2017-07-27 13:12:08,6803.44,-58.962,12.81,12.81,12.88,32600,17605,20.07,1.016
2017-07-27 13:12:12,6803.44,-58.962,12.81,12.81,12.82,32821,17728,20.22,1.016
2017-07-27 13:12:16,6803.20,-58.960,12.75,12.81,12.82,32991,17819,20.33,1.016
2017-07-27 13:12:21,6804.37,-58.971,12.75,12.81,12.82,33141,17899,20.43,1.017
2017-07-27 13:12:25,6804.85,-58.976,12.75,12.81,12.82,33231,17945,20.49,1.017
2017-07-27 13:12:29,6805.33,-58.981,12.75,12.81,12.82,33311,17990,20.55,1.017
2017-07-27 13:12:33,6802.32,-58.951,12.75,12.81,12.82,33351,18010,20.57,1.017
2017-07-27 13:12:37,6797.66,-58.903,12.75,12.81,12.82,33471,18074,20.65,1.017
2017-07-27 13:12:41,6802.56,-58.953,12.75,12.81,12.82,33551,18119,20.71,1.017
2017-07-27 13:12:45,6800.72,-58.934,12.75,12.81,12.82,33591,18139,20.73,1.017
2017-07-27 13:12:50,6802.13,-58.949,12.75,12.81,12.82,33611,18152,20.75,1.017
2017-07-27 13:12:54,6802.61,-58.954,12.75,12.81,12.82,33631,18163,20.76,1.017
2017-07-27 13:12:58,6802.61,-58.954,12.75,12.81,12.82,33631,18163,20.76,1.017
2017-07-27 13:13:02,6801.69,-58.944,12.75,12.81,12.82,33631,18165,20.77,1.017
2017-07-27 13:13:07,6802.17,-58.949,12.75,12.81,12.82,33631,18164,20.77,1.017
2017-07-27 13:13:11,6804.74,-58.975,12.75,12.81,12.82,33611,18154,20.75,1.017
2017-07-27 13:13:16,6802.41,-58.952,12.75,12.81,12.82,33611,18154,20.75,1.017
2017-07-27 13:13:20,6801.25,-58.940,12.75,12.81,12.82,33631,18161,20.76,1.017
2017-07-27 13:13:24,6802.65,-58.954,12.75,12.81,12.82,33611,18152,20.75,1.017
2017-07-27 13:13:28,6802.65,-58.954,12.75,12.81,12.82,33621,18159,20.76,1.017
2017-07-27 13:13:32,6803.82,-58.966,12.75,12.81,12.82,33621,18157,20.76,1.017
2017-07-27 13:13:36,6802.89,-58.956,12.75,12.81,12.82,33631,18164,20.77,1.017
2017-07-27 13:13:41,6801.73,-58.945,12.75,12.81,12.82,33631,18164,20.77,1.017
2017-07-27 13:13:45,6802.89,-58.956,12.75,12.81,12.82,33631,18165,20.77,1.017
2017-07-27 13:13:51,6800.80,-58.935,12.75,12.88,12.82,33571,18128,20.72,1.017
2017-07-27 13:13:55,6799.40,-58.921,12.75,12.81,12.82,33631,18164,20.77,1.017
2017-07-27 13:13:59,6800.56,-58.933,12.75,12.81,12.82,33641,18166,20.77,1.017
2017-07-27 13:14:03,6801.73,-58.945,12.75,12.81,12.82,33641,18166,20.77,1.017
2017-07-27 13:14:07,6801.73,-58.945,12.75,12.81,12.82,33641,18166,20.77,1.017
2017-07-27 13:14:11,6798.23,-58.909,12.75,12.81,12.82,33641,18166,20.77,1.017
2017-07-27 13:14:16,6797.99,-58.906,12.75,12.81,12.82,33641,18166,20.77,1.017
2017-07-27 13:14:20,6799.40,-58.921,12.75,12.81,12.82,33641,18168,20.77,1.017
2017-07-27 13:14:24,6802.89,-58.956,12.75,12.81,12.82,33641,18168,20.77,1.017
2017-07-27 13:14:28,6804.06,-58.968,12.75,12.81,12.82,33641,18168,20.77,1.017
2017-07-27 13:14:32,6802.65,-58.954,12.75,12.81,12.82,33641,18170,20.77,1.017
2017-07-27 13:14:36,6803.82,-58.966,12.75,12.81,12.82,33621,18159,20.76,1.017
2017-07-27 13:14:41,6801.49,-58.942,12.75,12.81,12.82,33631,18165,20.77,1.017
2017-07-27 13:14:45,6800.08,-58.928,12.75,12.81,12.82,33641,18166,20.77,1.017
2017-07-27 13:14:49,6801.25,-58.940,12.75,12.81,12.82,33631,18161,20.76,1.017
2017-07-27 13:14:53,6801.00,-58.937,12.75,12.81,12.82,33641,18167,20.77,1.017
2017-07-27 13:14:57,6802.17,-58.949,12.75,12.81,12.82,33631,18165,20.77,1.017
2017-07-27 13:15:01,6799.84,-58.925,12.75,12.81,12.82,33631,18163,20.76,1.017
2017-07-27 13:15:06,6801.00,-58.937,12.69,12.81,12.82,33621,18159,20.76,1.017
2017-07-27 13:15:10,6800.76,-58.935,12.75,12.81,12.82,33631,18163,20.76,1.017
2017-07-27 13:15:14,6800.52,-58.932,12.75,12.81,12.82,33631,18160,20.76,1.017
2017-07-27 13:15:18,6802.85,-58.956,12.69,12.81,12.82,33631,18165,20.77,1.017
2017-07-27 13:15:22,6801.44,-58.942,12.69,12.81,12.82,33631,18164,20.77,1.017
2017-07-27 13:15:26,6799.11,-58.918,12.75,12.81,12.82,33631,18164,20.77,1.017
2017-07-27 13:15:31,6798.87,-58.915,12.69,12.81,12.82,33631,18164,20.77,1.017
2017-07-27 13:15:35,6797.71,-58.904,12.75,12.81,12.82,33561,18124,20.71,1.017
2017-07-27 13:15:39,6798.87,-58.915,12.69,12.81,12.76,33601,18147,20.75,1.017
2017-07-27 13:15:44,6799.55,-58.922,12.75,12.81,12.82,33621,18158,20.76,1.017
2017-07-27 13:15:49,6799.55,-58.922,12.75,12.81,12.82,33631,18162,20.76,1.017
2017-07-27 13:15:53,6798.15,-58.908,12.69,12.81,12.76,33621,18157,20.76,1.017
2017-07-27 13:15:57,6800.48,-58.932,12.75,12.81,12.82,33631,18162,20.76,1.017
2017-07-27 13:16:01,6799.07,-58.917,12.75,12.81,12.76,33641,18166,20.77,1.017
2017-07-27 13:16:06,6800.23,-58.929,12.69,12.81,12.82,33601,18147,20.75,1.017
2017-07-27 13:16:10,6800.23,-58.929,12.69,12.81,12.82,33621,18160,20.76,1.017
2017-07-27 13:16:14,6801.16,-58.939,12.69,12.81,12.76,33631,18163,20.76,1.017
2017-07-27 13:16:18,6802.32,-58.951,12.69,12.81,12.76,33631,18163,20.76,1.017
2017-07-27 13:16:22,6798.34,-58.910,12.69,12.81,12.76,33631,18163,20.76,1.017
2017-07-27 13:16:26,6797.18,-58.898,12.69,12.81,12.82,33631,18164,20.77,1.017
2017-07-27 13:16:31,6796.01,-58.886,12.69,12.81,12.82,33631,18162,20.76,1.017
2017-07-27 13:16:35,6801.60,-58.943,12.69,12.81,12.76,33561,18125,20.72,1.017
2017-07-27 13:16:39,6793.20,-58.858,12.69,12.81,12.82,33611,18150,20.75,1.017
2017-07-27 13:16:43,6802.52,-58.953,12.69,12.81,12.76,33621,18159,20.76,1.017
2017-07-27 13:16:47,6799.95,-58.926,12.69,12.81,12.82,33631,18161,20.76,1.017
2017-07-27 13:16:51,6802.28,-58.950,12.69,12.81,12.76,33621,18157,20.76,1.017
2017-07-27 13:16:56,6799.46,-58.922,12.69,12.81,12.76,33631,18160,20.76,1.017
2017-07-27 13:17:00,6797.37,-58.900,12.69,12.81,12.76,33621,18156,20.76,1.017
2017-07-27 13:17:04,6798.30,-58.910,12.69,12.81,12.76,33621,18159,20.76,1.017
2017-07-27 13:17:08,6799.46,-58.922,12.69,12.81,12.76,33611,18149,20.75,1.017
2017-07-27 13:17:12,6795.48,-58.881,12.69,12.88,12.76,33571,18128,20.72,1.017
2017-07-27 13:17:16,6801.31,-58.940,12.69,12.81,12.76,33621,18159,20.76,1.017
2017-07-27 13:17:21,6796.41,-58.890,12.69,12.81,12.76,33621,18157,20.76,1.017
2017-07-27 13:17:25,6796.41,-58.890,12.69,12.81,12.76,33611,18154,20.75,1.017
2017-07-27 13:17:29,6797.09,-58.897,12.69,12.81,12.76,33631,18160,20.76,1.017
2017-07-27 13:17:33,6798.25,-58.909,12.69,12.81,12.76,33611,18152,20.75,1.017
2017-07-27 13:17:37,6800.58,-58.933,12.69,12.81,12.76,33621,18158,20.76,1.017
2017-07-27 13:17:41,6799.17,-58.919,12.69,12.88,12.76,33571,18129,20.73,1.017
2017-07-27 13:17:46,6799.17,-58.919,12.69,12.81,12.76,33631,18160,20.76,1.017
2017-07-27 13:17:50,6798.69,-58.914,12.69,12.81,12.76,33611,18154,20.75,1.017
2017-07-27 13:17:54,6795.20,-58.878,12.69,12.81,12.76,33621,18159,20.76,1.017
2017-07-27 13:17:58,6799.85,-58.925,12.69,12.81,12.76,33621,18156,20.76,1.017
2017-07-27 13:18:02,6798.69,-58.914,12.69,12.81,12.76,33631,18160,20.76,1.017
2017-07-27 13:18:06,6799.37,-58.921,12.69,12.81,12.76,33611,18154,20.75,1.017
2017-07-27 13:18:11,6797.96,-58.906,12.69,12.81,12.76,33631,18160,20.76,1.017
2017-07-27 13:18:15,6801.46,-58.942,12.69,12.81,12.76,33621,18159,20.76,1.017
2017-07-27 13:18:19,6796.80,-58.894,12.69,12.81,12.76,33631,18164,20.77,1.017
2017-07-27 13:18:23,6796.31,-58.889,12.69,12.81,12.76,33621,18159,20.76,1.017
2017-07-27 13:18:27,6797.48,-58.901,12.69,12.81,12.76,33641,18166,20.77,1.017
2017-07-27 13:18:31,6798.40,-58.911,12.69,12.81,12.76,33631,18163,20.76,1.017
2017-07-27 13:18:35,6796.07,-58.887,12.69,12.81,12.76,33631,18165,20.77,1.017
2017-07-27 13:18:40,6799.56,-58.923,12.69,12.81,12.76,33621,18159,20.76,1.017
2017-07-27 13:18:44,6797.91,-58.906,12.69,12.81,12.76,33621,18159,20.76,1.017
2017-07-27 13:18:48,6799.08,-58.918,12.69,12.81,12.76,33621,18155,20.75,1.017
2017-07-27 13:18:52,6798.83,-58.915,12.69,12.81,12.76,33621,18158,20.76,1.017
2017-07-27 13:18:56,6798.59,-58.913,12.69,12.81,12.76,33631,18162,20.76,1.017
2017-07-27 13:19:01,6798.35,-58.910,12.69,12.81,12.76,33621,18155,20.75,1.017
2017-07-27 13:19:05,6798.59,-58.913,12.69,12.81,12.76,33631,18161,20.76,1.017
2017-07-27 13:19:09,6797.18,-58.898,12.69,12.81,12.76,33581,18137,20.73,1.017
2017-07-27 13:19:13,6794.61,-58.872,12.69,12.81,12.76,33631,18165,20.77,1.017
2017-07-27 13:19:17,6799.03,-58.917,12.69,12.81,12.76,33631,18161,20.76,1.017
2017-07-27 13:19:21,6798.78,-58.915,12.69,12.81,12.76,33621,18158,20.76,1.017
2017-07-27 13:19:25,6796.46,-58.891,12.69,12.81,12.76,33621,18157,20.76,1.017
2017-07-27 13:19:30,6795.29,-58.879,12.69,12.88,12.76,33571,18133,20.73,1.017
2017-07-27 13:19:34,6797.13,-58.898,12.69,12.81,12.76,33621,18157,20.76,1.017
2017-07-27 13:19:38,6795.05,-58.876,12.69,12.81,12.76,33541,18113,20.70,1.017
2017-07-27 13:19:42,6798.06,-58.907,12.69,12.81,12.76,33631,18162,20.76,1.017
2017-07-27 13:19:46,6795.73,-58.883,12.69,12.81,12.76,33621,18155,20.75,1.017
2017-07-27 13:19:51,6795.48,-58.881,12.69,12.81,12.76,33631,18161,20.76,1.017
2017-07-27 13:19:55,6796.65,-58.893,12.69,12.81,12.76,33621,18160,20.76,1.017
2017-07-27 13:19:59,6796.40,-58.890,12.69,12.81,12.76,33621,18157,20.76,1.017
2017-07-27 13:20:03,6795.00,-58.876,12.69,12.81,12.76,33631,18161,20.76,1.017
2017-07-27 13:20:07,6797.08,-58.897,12.69,12.81,12.76,33631,18160,20.76,1.017
2017-07-27 13:20:11,6794.51,-58.871,12.69,12.81,12.76,33621,18155,20.75,1.017
2017-07-27 13:20:16,6796.84,-58.895,12.69,12.81,12.76,33631,18163,20.76,1.017
2017-07-27 13:20:20,6796.59,-58.892,12.69,12.81,12.76,33631,18162,20.76,1.017
2017-07-27 13:20:24,6793.10,-58.857,12.69,12.81,12.76,33631,18163,20.76,1.017
2017-07-27 13:20:28,6795.43,-58.880,12.69,12.81,12.76,33631,18163,20.76,1.017
2017-07-27 13:20:32,6797.52,-58.902,12.69,12.81,12.76,33631,18164,20.77,1.017
2017-07-27 13:20:37,6798.19,-58.909,12.69,12.81,12.76,33611,18153,20.75,1.017
2017-07-27 13:20:41,6792.37,-58.849,12.69,12.81,12.76,33631,18164,20.77,1.017
2017-07-27 13:20:45,6798.19,-58.909,12.69,12.81,12.76,33621,18159,20.76,1.017
2017-07-27 13:20:49,6795.62,-58.882,12.69,12.81,12.76,33631,18165,20.77,1.017
2017-07-27 13:20:53,6794.46,-58.870,12.69,12.81,12.76,33631,18161,20.76,1.017
2017-07-27 13:20:57,6794.46,-58.870,12.62,12.81,12.76,33631,18163,20.76,1.017
2017-07-27 13:21:02,6797.46,-58.901,12.69,12.81,12.76,33621,18157,20.76,1.017
2017-07-27 13:21:06,6796.49,-58.891,12.69,12.81,12.76,33631,18164,20.77,1.017
2017-07-27 13:21:10,6797.46,-58.901,12.69,12.81,12.76,33621,18159,20.76,1.017
2017-07-27 13:21:14,6796.05,-58.887,12.69,12.81,12.76,33631,18160,20.76,1.017
2017-07-27 13:21:18,6795.57,-58.882,12.69,12.81,12.76,33631,18161,20.76,1.017
2017-07-27 13:21:22,6794.65,-58.872,12.62,12.81,12.76,33631,18163,20.76,1.017
2017-07-27 13:21:27,6797.89,-58.906,12.69,12.81,12.76,33631,18160,20.76,1.017
2017-07-27 13:21:31,6797.89,-58.906,12.69,12.81,12.76,33631,18162,20.76,1.017
2017-07-27 13:21:35,6797.65,-58.903,12.62,12.81,12.76,33591,18141,20.74,1.017
2017-07-27 13:21:39,6793.92,-58.865,12.69,12.81,12.76,33631,18162,20.76,1.017
2017-07-27 13:21:43,6794.84,-58.874,12.69,12.81,12.76,33631,18161,20.76,1.017
2017-07-27 13:21:47,6797.16,-58.898,12.69,12.81,12.76,33621,18159,20.76,1.017
2017-07-27 13:21:52,6795.76,-58.884,12.69,12.81,12.76,33631,18165,20.77,1.017
2017-07-27 13:21:56,6800.16,-58.929,12.69,12.81,12.76,33611,18154,20.75,1.017
2017-07-27 13:22:00,6796.43,-58.891,12.62,12.81,12.76,33631,18161,20.76,1.017
2017-07-27 13:22:04,6792.94,-58.855,12.69,12.81,12.76,33631,18161,20.76,1.017
2017-07-27 13:22:08,6794.11,-58.867,12.69,12.81,12.76,33571,18129,20.72,1.017
2017-07-27 13:22:12,6795.03,-58.876,12.69,12.81,12.76,33621,18155,20.75,1.017
2017-07-27 13:22:17,6792.70,-58.853,12.69,12.81,12.76,33631,18160,20.76,1.017
2017-07-27 13:22:21,6795.94,-58.886,12.69,12.81,12.76,33631,18161,20.76,1.017
2017-07-27 13:22:25,6795.94,-58.886,12.69,12.81,12.76,33631,18161,20.76,1.017
2017-07-27 13:22:29,6795.70,-58.883,12.69,12.81,12.76,33631,18161,20.76,1.017
2017-07-27 13:22:33,6794.54,-58.871,12.62,12.81,12.76,33631,18161,20.76,1.017
2017-07-27 13:22:37,6793.13,-58.857,12.62,12.81,12.76,33621,18159,20.76,1.017
2017-07-27 13:22:42,6798.95,-58.916,12.62,12.81,12.76,33631,18164,20.77,1.017
2017-07-27 13:22:46,6794.97,-58.876,12.62,12.81,12.76,33631,18163,20.76,1.017
2017-07-27 13:22:50,6796.13,-58.888,12.69,12.81,12.76,33631,18162,20.76,1.017
2017-07-27 13:22:54,6791.24,-58.838,12.62,12.81,12.76,33631,18165,20.77,1.017
2017-07-27 13:22:58,6796.81,-58.894,12.62,12.81,12.76,33621,18159,20.76,1.017
2017-07-27 13:23:03,6795.89,-58.885,12.62,12.81,12.76,33621,18159,20.76,1.017
2017-07-27 13:23:08,6795.64,-58.883,12.62,12.81,12.76,33631,18163,20.76,1.017
2017-07-27 13:23:12,6795.40,-58.880,12.62,12.81,12.76,33631,18162,20.76,1.017
2017-07-27 13:23:16,6795.15,-58.878,12.62,12.81,12.76,33641,18168,20.77,1.017
2017-07-27 13:23:20,6793.99,-58.866,12.62,12.81,12.76,33631,18162,20.76,1.017
2017-07-27 13:23:24,6791.42,-58.840,12.62,12.81,12.76,33641,18166,20.77,1.017
2017-07-27 13:23:29,6794.91,-58.875,12.62,12.81,12.76,33631,18162,20.76,1.017
2017-07-27 13:23:33,6798.15,-58.908,12.62,12.81,12.76,33641,18168,20.77,1.017
2017-07-27 13:23:37,6793.50,-58.861,12.62,12.81,12.76,33631,18162,20.76,1.017
2017-07-27 13:23:41,6793.26,-58.858,12.62,12.81,12.76,33641,18168,20.77,1.017
2017-07-27 13:23:45,6790.69,-58.832,12.62,12.81,12.76,33641,18169,20.77,1.017
2017-07-27 13:23:49,6795.10,-58.877,12.62,12.81,12.76,33631,18164,20.77,1.017
2017-07-27 13:23:54,6793.93,-58.865,12.62,12.81,12.76,33641,18169,20.77,1.017
2017-07-27 13:23:58,6795.10,-58.877,12.62,12.81,12.76,33641,18167,20.77,1.017
2017-07-27 13:24:02,6794.60,-58.872,12.62,12.81,12.76,33631,18164,20.77,1.017
2017-07-27 13:24:06,6792.28,-58.848,12.62,12.81,12.76,33641,18170,20.77,1.017
2017-07-27 13:24:10,6796.93,-58.896,12.62,12.81,12.76,33641,18167,20.77,1.017
2017-07-27 13:24:14,6792.96,-58.855,12.62,12.81,12.76,33641,18168,20.77,1.017
2017-07-27 13:24:19,6794.12,-58.867,12.62,12.81,12.76,33631,18161,20.76,1.017
2017-07-27 13:24:23,6794.12,-58.867,12.62,12.81,12.76,33631,18165,20.77,1.017
2017-07-27 13:24:27,6793.87,-58.864,12.62,12.81,12.76,33641,18168,20.77,1.017
2017-07-27 13:24:31,6793.87,-58.864,12.62,12.81,12.76,33631,18163,20.76,1.017
2017-07-27 13:24:35,6793.87,-58.864,12.62,12.81,12.76,33641,18167,20.77,1.017
2017-07-27 13:24:39,6793.63,-58.862,12.62,12.81,12.76,33631,18163,20.76,1.017
2017-07-27 13:24:44,6792.22,-58.848,12.62,12.81,12.76,33631,18165,20.77,1.017
2017-07-27 13:24:48,6789.90,-58.824,12.62,12.81,12.76,33641,18168,20.77,1.017
2017-07-27 13:24:52,6788.49,-58.810,12.62,12.81,12.76,33631,18165,20.77,1.017
2017-07-27 13:24:56,6792.89,-58.855,12.62,12.81,12.76,33641,18166,20.77,1.017
2017-07-27 13:25:00,6792.89,-58.855,12.62,12.81,12.76,33641,18166,20.77,1.017
2017-07-27 13:25:04,6792.89,-58.855,12.62,12.81,12.76,33631,18163,20.76,1.017
2017-07-27 13:25:09,6792.89,-58.855,12.62,12.81,12.76,33551,18122,20.71,1.017
2017-07-27 13:25:14,6791.49,-58.840,12.62,12.81,12.76,33641,18170,20.77,1.017
2017-07-27 13:25:18,6794.73,-58.873,12.62,12.81,12.76,33631,18162,20.76,1.017
2017-07-27 13:25:22,6792.16,-58.847,12.62,12.81,12.76,33641,18166,20.77,1.017
2017-07-27 13:25:26,6795.64,-58.883,12.62,12.81,12.76,33631,18165,20.77,1.017
2017-07-27 13:25:30,6793.32,-58.859,12.62,12.81,12.76,33641,18166,20.77,1.017
2017-07-27 13:25:34,6793.08,-58.856,12.62,12.81,12.76,33571,18128,20.72,1.017
2017-07-27 13:25:39,6793.99,-58.866,12.62,12.81,12.76,33561,18127,20.72,1.017
2017-07-27 13:25:43,6790.51,-58.830,12.62,12.81,12.76,33631,18165,20.77,1.017
2017-07-27 13:25:47,6790.26,-58.828,12.62,12.81,12.76,33641,18167,20.77,1.017
2017-07-27 13:25:51,6791.43,-58.840,12.62,12.81,12.76,33631,18165,20.77,1.017
2017-07-27 13:25:55,6790.02,-58.825,12.62,12.81,12.76,33631,18164,20.77,1.017
2017-07-27 13:25:59,6794.42,-58.870,12.62,12.81,12.76,33631,18164,20.77,1.017
2017-07-27 13:26:04,6790.69,-58.832,12.62,12.81,12.76,33641,18168,20.77,1.017
2017-07-27 13:26:08,6790.69,-58.832,12.62,12.81,12.76,33631,18165,20.77,1.017
2017-07-27 13:26:12,6791.85,-58.844,12.62,12.81,12.76,33641,18166,20.77,1.017
2017-07-27 13:26:16,6794.18,-58.868,12.62,12.81,12.76,33631,18163,20.76,1.017
2017-07-27 13:26:20,6791.85,-58.844,12.62,12.81,12.76,33641,18167,20.77,1.017
2017-07-27 13:26:24,6792.52,-58.851,12.62,12.81,12.76,33631,18164,20.77,1.017
2017-07-27 13:26:29,6792.52,-58.851,12.62,12.81,12.76,33631,18163,20.76,1.017
2017-07-27 13:26:33,6789.96,-58.825,12.62,12.81,12.76,33631,18165,20.77,1.017
2017-07-27 13:26:37,6791.12,-58.836,12.62,12.81,12.76,33621,18159,20.76,1.017
2017-07-27 13:26:41,6793.44,-58.860,12.62,12.81,12.76,33641,18166,20.77,1.017
2017-07-27 13:26:45,6792.03,-58.846,12.62,12.81,12.76,33631,18164,20.77,1.017
2017-07-27 13:26:49,6791.79,-58.843,12.62,12.81,12.76,33641,18166,20.77,1.017
2017-07-27 13:26:54,6791.55,-58.841,12.62,12.81,12.76,33631,18164,20.77,1.017
2017-07-27 13:26:58,6792.71,-58.853,12.62,12.81,12.76,33631,18162,20.76,1.017
2017-07-27 13:27:02,6791.55,-58.841,12.62,12.81,12.76,33631,18165,20.77,1.017
2017-07-27 13:27:06,6791.55,-58.841,12.62,12.81,12.76,33631,18164,20.77,1.017
2017-07-27 13:27:10,6790.14,-58.826,12.62,12.81,12.76,33631,18164,20.77,1.017
2017-07-27 13:27:14,6792.71,-58.853,12.62,12.81,12.76,33641,18166,20.77,1.017
2017-07-27 13:27:19,6786.41,-58.788,12.62,12.81,12.76,33641,18166,20.77,1.017
2017-07-27 13:27:23,6792.21,-58.848,12.62,12.81,12.76,33631,18161,20.76,1.017
2017-07-27 13:27:27,6790.81,-58.833,12.62,12.81,12.76,33641,18167,20.77,1.017
2017-07-27 13:27:31,6789.40,-58.819,12.62,12.81,12.76,33641,18167,20.77,1.017
2017-07-27 13:27:35,6789.40,-58.819,12.62,12.81,12.76,33641,18166,20.77,1.017
2017-07-27 13:27:39,6787.08,-58.795,12.62,12.81,12.76,33631,18163,20.76,1.017
2017-07-27 13:27:44,6788.91,-58.814,12.62,12.81,12.76,33641,18170,20.77,1.017
2017-07-27 13:27:48,6790.32,-58.828,12.62,12.81,12.76,33621,18160,20.76,1.017
2017-07-27 13:27:52,6790.07,-58.826,12.62,12.81,12.76,33631,18163,20.76,1.017
2017-07-27 13:27:56,6790.07,-58.826,12.62,12.81,12.76,33641,18168,20.77,1.017
2017-07-27 13:28:00,6790.99,-58.835,12.62,12.81,12.76,33631,18164,20.77,1.017
