date    time,pressure,depth M,Depth F,temp C,Temp F
2017-08-10 10:06:13,986.08,0.015,0.049,19.02,66.24
2017-08-10 10:06:16,986.08,0.015,0.049,18.99,66.18
2017-08-10 10:06:19,986.06,0.015,0.050,19.01,66.22
2017-08-10 10:06:22,983.83,0.038,0.124,19.00,66.20
2017-08-10 10:06:26,986.05,0.015,0.050,18.98,66.17
2017-08-10 10:06:29,986.05,0.015,0.050,18.99,66.18
2017-08-10 10:06:32,986.03,0.016,0.051,18.97,66.15
2017-08-10 10:06:35,984.90,0.027,0.089,18.98,66.17
2017-08-10 10:06:38,986.00,0.016,0.052,18.99,66.18
2017-08-10 10:06:41,986.00,0.016,0.052,18.97,66.15
2017-08-10 10:06:45,985.98,0.016,0.053,18.97,66.15
2017-08-10 10:06:48,985.98,0.016,0.053,18.96,66.13
2017-08-10 10:06:51,985.98,0.016,0.053,18.96,66.13
2017-08-10 10:06:54,985.96,0.016,0.053,18.96,66.13
2017-08-10 10:06:57,987.05,0.005,0.017,18.93,66.07
2017-08-10 10:07:00,987.05,0.005,0.017,18.96,66.13
2017-08-10 10:07:04,985.94,0.016,0.054,18.93,66.07
2017-08-10 10:07:07,987.02,0.005,0.018,18.93,66.07
2017-08-10 10:07:10,985.91,0.017,0.055,18.96,66.13
2017-08-10 10:07:13,985.91,0.017,0.055,18.92,66.05
2017-08-10 10:07:16,985.91,0.017,0.055,18.94,66.09
2017-08-10 10:07:20,987.00,0.006,0.018,18.92,66.05
2017-08-10 10:07:23,985.88,0.017,0.056,18.91,66.03
2017-08-10 10:07:26,986.99,0.006,0.019,18.91,66.03
2017-08-10 10:07:29,985.88,0.017,0.056,18.91,66.03
2017-08-10 10:07:32,985.86,0.017,0.056,18.91,66.03
2017-08-10 10:07:35,986.95,0.006,0.020,18.88,65.99
2017-08-10 10:07:39,985.84,0.017,0.057,18.89,66.01
2017-08-10 10:07:42,986.94,0.006,0.021,18.88,65.99
2017-08-10 10:07:45,985.83,0.018,0.058,18.91,66.03
2017-08-10 10:07:48,985.83,0.018,0.058,18.86,65.95
2017-08-10 10:07:51,986.94,0.006,0.021,18.88,65.99
2017-08-10 10:07:55,985.81,0.018,0.058,18.86,65.95
2017-08-10 10:07:58,985.79,0.018,0.059,18.86,65.95
2017-08-10 10:08:01,985.79,0.018,0.059,18.85,65.93
2017-08-10 10:08:04,985.78,0.018,0.059,18.86,65.95
2017-08-10 10:08:07,985.76,0.018,0.060,18.85,65.93
2017-08-10 10:08:10,985.76,0.018,0.060,18.86,65.95
2017-08-10 10:08:14,985.76,0.018,0.060,18.84,65.91
2017-08-10 10:08:17,985.74,0.018,0.060,18.83,65.89
2017-08-10 10:08:20,985.74,0.018,0.060,18.82,65.88
2017-08-10 10:08:23,986.84,0.007,0.024,18.83,65.89
2017-08-10 10:08:26,986.84,0.007,0.024,18.83,65.89
2017-08-10 10:08:29,985.71,0.019,0.062,18.83,65.89
2017-08-10 10:08:32,985.73,0.019,0.061,18.82,65.88
2017-08-10 10:08:36,985.71,0.019,0.062,18.82,65.88
2017-08-10 10:08:39,986.80,0.008,0.025,18.82,65.88
2017-08-10 10:08:42,986.80,0.008,0.025,18.80,65.84
2017-08-10 10:08:45,986.80,0.008,0.025,18.81,65.86
2017-08-10 10:08:48,985.68,0.019,0.063,18.81,65.86
2017-08-10 10:08:51,985.68,0.019,0.063,18.81,65.86
2017-08-10 10:08:55,986.77,0.008,0.026,18.80,65.84
2017-08-10 10:08:58,985.66,0.019,0.063,18.79,65.82
2017-08-10 10:09:01,985.66,0.019,0.063,18.78,65.80
2017-08-10 10:09:04,985.64,0.019,0.064,18.80,65.84
2017-08-10 10:09:07,985.64,0.019,0.064,18.78,65.80
2017-08-10 10:09:11,986.73,0.008,0.027,18.80,65.84
2017-08-10 10:09:14,986.73,0.008,0.027,18.77,65.78
2017-08-10 10:09:17,986.73,0.008,0.027,18.76,65.76
2017-08-10 10:09:20,985.61,0.020,0.065,18.77,65.78
2017-08-10 10:09:23,984.50,0.031,0.102,18.76,65.76
2017-08-10 10:09:27,985.61,0.020,0.065,18.76,65.76
2017-08-10 10:09:30,986.70,0.009,0.028,18.78,65.80
2017-08-10 10:09:33,986.68,0.009,0.029,18.76,65.76
2017-08-10 10:09:36,984.49,0.031,0.102,18.74,65.74
2017-08-10 10:09:39,986.68,0.009,0.029,18.76,65.76
2017-08-10 10:09:42,985.58,0.020,0.066,18.76,65.76
2017-08-10 10:09:46,986.68,0.009,0.029,18.73,65.72
2017-08-10 10:09:49,987.79,-0.002,-0.008,18.74,65.74
2017-08-10 10:09:52,986.67,0.009,0.029,18.73,65.72
2017-08-10 10:09:55,985.56,0.020,0.067,18.74,65.74
2017-08-10 10:09:58,985.54,0.020,0.067,18.73,65.72
2017-08-10 10:10:01,985.53,0.021,0.068,18.72,65.70
2017-08-10 10:10:05,986.63,0.009,0.031,18.71,65.68
2017-08-10 10:10:08,987.74,-0.002,-0.006,18.70,65.66
2017-08-10 10:10:11,985.53,0.021,0.068,18.71,65.68
2017-08-10 10:10:14,985.51,0.021,0.068,18.70,65.66
2017-08-10 10:10:17,986.62,0.010,0.031,18.70,65.66
2017-08-10 10:10:21,986.62,0.010,0.031,18.71,65.68
2017-08-10 10:10:24,985.51,0.021,0.068,18.72,65.70
2017-08-10 10:10:27,986.60,0.010,0.032,18.70,65.66
2017-08-10 10:10:30,986.58,0.010,0.032,18.70,65.66
2017-08-10 10:10:33,986.58,0.010,0.032,18.70,65.66
2017-08-10 10:10:36,987.69,-0.001,-0.005,18.70,65.66
2017-08-10 10:10:40,985.48,0.021,0.069,18.69,65.64
2017-08-10 10:10:43,985.46,0.021,0.070,18.68,65.62
2017-08-10 10:10:46,986.57,0.010,0.033,18.69,65.64
2017-08-10 10:10:49,986.57,0.010,0.033,18.67,65.61
2017-08-10 10:10:52,986.55,0.010,0.033,18.68,65.62
2017-08-10 10:10:56,987.66,-0.001,-0.004,18.68,65.62
2017-08-10 10:10:59,985.44,0.021,0.070,18.67,65.61
2017-08-10 10:11:02,985.44,0.021,0.070,18.67,65.61
2017-08-10 10:11:05,985.43,0.022,0.071,18.66,65.59
2017-08-10 10:11:08,985.43,0.022,0.071,18.65,65.57
2017-08-10 10:11:11,986.53,0.010,0.034,18.66,65.59
2017-08-10 10:11:15,986.53,0.010,0.034,18.66,65.59
2017-08-10 10:11:18,987.62,-0.001,-0.003,18.68,65.62
2017-08-10 10:11:21,987.62,-0.001,-0.003,18.64,65.55
2017-08-10 10:11:24,986.52,0.011,0.035,18.65,65.57
2017-08-10 10:11:27,987.62,-0.001,-0.003,18.66,65.59
2017-08-10 10:11:31,987.61,-0.001,-0.002,18.66,65.59
2017-08-10 10:11:34,986.50,0.011,0.035,18.65,65.57
2017-08-10 10:11:37,986.48,0.011,0.036,18.64,65.55
2017-08-10 10:11:40,986.48,0.011,0.036,18.68,65.62
2017-08-10 10:11:43,985.38,0.022,0.073,18.64,65.55
2017-08-10 10:11:46,986.47,0.011,0.036,18.64,65.55
2017-08-10 10:11:50,986.47,0.011,0.036,18.63,65.53
2017-08-10 10:11:53,988.68,-0.012,-0.038,18.65,65.57
2017-08-10 10:11:56,987.56,-0.000,-0.000,18.64,65.55
2017-08-10 10:11:59,987.57,-0.000,-0.001,18.65,65.57
2017-08-10 10:12:02,987.56,-0.000,-0.000,18.64,65.55
2017-08-10 10:12:06,987.56,-0.000,-0.000,18.61,65.49
2017-08-10 10:12:09,986.43,0.011,0.037,18.62,65.51
2017-08-10 10:12:12,986.43,0.011,0.037,18.62,65.51
2017-08-10 10:12:15,986.43,0.011,0.037,18.62,65.51
2017-08-10 10:12:18,987.54,0.000,0.000,18.61,65.49
2017-08-10 10:12:21,988.65,-0.011,-0.037,18.64,65.55
2017-08-10 10:12:25,987.52,0.000,0.001,18.61,65.49
2017-08-10 10:12:28,987.52,0.000,0.001,18.62,65.51
2017-08-10 10:12:31,988.63,-0.011,-0.036,18.62,65.51
2017-08-10 10:12:34,988.63,-0.011,-0.036,18.62,65.51
2017-08-10 10:12:37,988.63,-0.011,-0.036,18.61,65.49
2017-08-10 10:12:40,986.40,0.012,0.038,18.62,65.51
2017-08-10 10:12:44,987.51,0.000,0.001,18.62,65.51
2017-08-10 10:12:47,987.51,0.000,0.001,18.61,65.49
2017-08-10 10:12:50,987.51,0.000,0.001,18.61,65.49
2017-08-10 10:12:53,987.49,0.001,0.002,18.58,65.45
2017-08-10 10:12:56,988.60,-0.011,-0.035,18.59,65.47
2017-08-10 10:13:00,987.49,0.001,0.002,18.62,65.51
2017-08-10 10:13:03,986.38,0.012,0.039,18.58,65.45
2017-08-10 10:13:06,987.49,0.001,0.002,18.59,65.47
2017-08-10 10:13:09,987.47,0.001,0.003,18.61,65.49
2017-08-10 10:13:12,987.47,0.001,0.003,18.59,65.47
2017-08-10 10:13:16,987.47,0.001,0.003,18.57,65.43
2017-08-10 10:13:19,987.47,0.001,0.003,18.58,65.45
2017-08-10 10:13:22,986.37,0.012,0.040,18.58,65.45
2017-08-10 10:13:25,987.46,0.001,0.003,18.57,65.43
2017-08-10 10:13:28,987.46,0.001,0.003,18.57,65.43
2017-08-10 10:13:31,987.46,0.001,0.003,18.61,65.49
2017-08-10 10:13:35,987.44,0.001,0.004,18.58,65.45
2017-08-10 10:13:38,988.56,-0.010,-0.034,18.58,65.45
2017-08-10 10:13:41,987.44,0.001,0.004,18.59,65.47
2017-08-10 10:13:44,987.46,0.001,0.003,18.57,65.43
2017-08-10 10:13:47,987.46,0.001,0.003,18.57,65.43
2017-08-10 10:13:50,988.55,-0.010,-0.033,18.56,65.41
2017-08-10 10:13:54,986.31,0.013,0.041,18.57,65.43
2017-08-10 10:13:57,988.55,-0.010,-0.033,18.57,65.43
2017-08-10 10:14:00,987.44,0.001,0.004,18.55,65.39
2017-08-10 10:14:03,987.42,0.001,0.004,18.57,65.43
2017-08-10 10:14:06,988.53,-0.010,-0.033,18.57,65.43
2017-08-10 10:14:10,987.42,0.001,0.004,18.55,65.39
2017-08-10 10:14:13,986.31,0.013,0.041,18.55,65.39
2017-08-10 10:14:16,986.30,0.013,0.042,18.57,65.43
2017-08-10 10:14:19,987.40,0.001,0.005,18.57,65.43
2017-08-10 10:14:22,987.40,0.001,0.005,18.59,65.47
2017-08-10 10:14:25,986.30,0.013,0.042,18.56,65.41
2017-08-10 10:14:29,987.40,0.001,0.005,18.56,65.41
2017-08-10 10:14:32,987.39,0.002,0.005,18.56,65.41
2017-08-10 10:14:35,986.30,0.013,0.042,18.54,65.37
2017-08-10 10:14:38,988.49,-0.010,-0.032,18.54,65.37
2017-08-10 10:14:41,987.39,0.002,0.005,18.54,65.37
2017-08-10 10:14:44,986.28,0.013,0.042,18.55,65.39
2017-08-10 10:14:48,987.39,0.002,0.005,18.56,65.41
2017-08-10 10:14:51,987.39,0.002,0.005,18.55,65.39
2017-08-10 10:14:54,988.49,-0.010,-0.032,18.55,65.39
2017-08-10 10:14:57,988.48,-0.009,-0.031,18.55,65.39
2017-08-10 10:15:00,987.37,0.002,0.006,18.54,65.37
2017-08-10 10:15:03,987.35,0.002,0.007,18.55,65.39
2017-08-10 10:15:07,987.37,0.002,0.006,18.54,65.37
2017-08-10 10:15:10,986.25,0.013,0.044,18.54,65.37
2017-08-10 10:15:13,987.35,0.002,0.007,18.54,65.37
2017-08-10 10:15:16,987.35,0.002,0.007,18.55,65.39
2017-08-10 10:15:19,987.35,0.002,0.007,18.56,65.41
2017-08-10 10:15:23,987.35,0.002,0.007,18.55,65.39
2017-08-10 10:15:26,986.25,0.013,0.044,18.54,65.37
2017-08-10 10:15:29,987.34,0.002,0.007,18.55,65.39
2017-08-10 10:15:32,987.35,0.002,0.007,18.57,65.43
2017-08-10 10:15:35,987.35,0.002,0.007,18.54,65.37
2017-08-10 10:15:39,987.34,0.002,0.007,18.55,65.39
2017-08-10 10:15:42,987.34,0.002,0.007,18.54,65.37
2017-08-10 10:15:45,987.34,0.002,0.007,18.53,65.35
2017-08-10 10:15:48,987.34,0.002,0.007,18.54,65.37
2017-08-10 10:15:51,987.34,0.002,0.007,18.54,65.37
2017-08-10 10:15:54,986.21,0.014,0.045,18.52,65.34
2017-08-10 10:15:58,987.34,0.002,0.007,18.53,65.35
2017-08-10 10:16:01,986.21,0.014,0.045,18.53,65.35
2017-08-10 10:16:04,987.32,0.002,0.008,18.53,65.35
2017-08-10 10:16:07,987.32,0.002,0.008,18.55,65.39
2017-08-10 10:16:10,986.21,0.014,0.045,18.54,65.37
2017-08-10 10:16:13,987.30,0.003,0.008,18.52,65.34
2017-08-10 10:16:17,987.30,0.003,0.008,18.54,65.37
2017-08-10 10:16:20,988.43,-0.009,-0.029,18.53,65.35
2017-08-10 10:16:23,987.30,0.003,0.008,18.54,65.37
2017-08-10 10:16:26,987.30,0.003,0.008,18.55,65.39
2017-08-10 10:16:29,986.20,0.014,0.045,18.54,65.37
2017-08-10 10:16:32,987.30,0.003,0.008,18.53,65.35
2017-08-10 10:16:36,987.30,0.003,0.008,18.54,65.37
2017-08-10 10:16:39,987.29,0.003,0.009,18.54,65.37
2017-08-10 10:16:42,986.20,0.014,0.045,18.54,65.37
2017-08-10 10:16:45,986.20,0.014,0.045,18.54,65.37
2017-08-10 10:16:48,987.29,0.003,0.009,18.54,65.37
2017-08-10 10:16:51,987.30,0.003,0.008,18.52,65.34
2017-08-10 10:16:55,987.29,0.003,0.009,18.54,65.37
2017-08-10 10:16:58,987.29,0.003,0.009,18.53,65.35
2017-08-10 10:17:01,987.29,0.003,0.009,18.52,65.34
2017-08-10 10:17:04,987.29,0.003,0.009,18.53,65.35
2017-08-10 10:17:07,987.29,0.003,0.009,18.52,65.34
2017-08-10 10:17:10,986.18,0.014,0.046,18.54,65.37
2017-08-10 10:17:14,987.29,0.003,0.009,18.51,65.32
2017-08-10 10:17:17,987.27,0.003,0.009,18.53,65.35
2017-08-10 10:17:20,986.18,0.014,0.046,18.52,65.34
2017-08-10 10:17:23,987.27,0.003,0.009,18.54,65.37
2017-08-10 10:17:26,987.27,0.003,0.009,18.51,65.32
2017-08-10 10:17:30,987.27,0.003,0.009,18.55,65.39
2017-08-10 10:17:33,986.16,0.014,0.046,18.53,65.35
2017-08-10 10:17:36,986.16,0.014,0.046,18.51,65.32
2017-08-10 10:17:39,987.27,0.003,0.009,18.52,65.34
2017-08-10 10:17:42,988.37,-0.008,-0.028,18.52,65.34
2017-08-10 10:17:46,986.16,0.014,0.046,18.53,65.35
2017-08-10 10:17:49,988.36,-0.008,-0.027,18.53,65.35
2017-08-10 10:17:52,987.27,0.003,0.009,18.52,65.34
2017-08-10 10:17:55,987.25,0.003,0.010,18.52,65.34
2017-08-10 10:17:58,987.27,0.003,0.009,18.51,65.32
2017-08-10 10:18:01,987.25,0.003,0.010,18.53,65.35
2017-08-10 10:18:05,986.16,0.014,0.046,18.52,65.34
2017-08-10 10:18:08,988.36,-0.008,-0.027,18.53,65.35
2017-08-10 10:18:11,987.25,0.003,0.010,18.53,65.35
2017-08-10 10:18:14,987.23,0.003,0.011,18.52,65.34
2017-08-10 10:18:17,987.25,0.003,0.010,18.54,65.37
2017-08-10 10:18:21,987.23,0.003,0.011,18.54,65.37
2017-08-10 10:18:24,987.23,0.003,0.011,18.54,65.37
2017-08-10 10:18:27,987.23,0.003,0.011,18.54,65.37
2017-08-10 10:18:30,987.23,0.003,0.011,18.52,65.34
2017-08-10 10:18:33,987.23,0.003,0.011,18.49,65.28
2017-08-10 10:18:36,987.23,0.003,0.011,18.53,65.35
2017-08-10 10:18:40,986.13,0.014,0.048,18.53,65.35
2017-08-10 10:18:43,987.23,0.003,0.011,18.54,65.37
2017-08-10 10:18:46,987.23,0.003,0.011,18.52,65.34
2017-08-10 10:18:49,987.23,0.003,0.011,18.54,65.37
2017-08-10 10:18:52,988.32,-0.008,-0.026,18.53,65.35
2017-08-10 10:18:55,987.23,0.003,0.011,18.53,65.35
2017-08-10 10:18:59,987.23,0.003,0.011,18.54,65.37
2017-08-10 10:19:02,987.22,0.003,0.011,18.52,65.34
2017-08-10 10:19:05,987.23,0.003,0.011,18.53,65.35
2017-08-10 10:19:08,988.34,-0.008,-0.026,18.52,65.34
2017-08-10 10:19:11,987.22,0.003,0.011,18.55,65.39
2017-08-10 10:19:15,986.11,0.015,0.048,18.54,65.37
2017-08-10 10:19:18,987.22,0.003,0.011,18.55,65.39
2017-08-10 10:19:21,987.20,0.004,0.012,18.52,65.34
2017-08-10 10:19:24,987.22,0.003,0.011,18.53,65.35
2017-08-10 10:19:27,987.22,0.003,0.011,18.54,65.37
2017-08-10 10:19:30,986.11,0.015,0.048,18.54,65.37
2017-08-10 10:19:34,987.22,0.003,0.011,18.52,65.34
2017-08-10 10:19:37,987.22,0.003,0.011,18.53,65.35
2017-08-10 10:19:40,987.20,0.004,0.012,18.53,65.35
2017-08-10 10:19:43,987.22,0.003,0.011,18.53,65.35
2017-08-10 10:19:46,988.32,-0.008,-0.026,18.53,65.35
2017-08-10 10:19:49,986.09,0.015,0.049,18.54,65.37
2017-08-10 10:19:53,987.20,0.004,0.012,18.53,65.35
2017-08-10 10:19:56,988.31,-0.008,-0.025,18.56,65.41
2017-08-10 10:19:59,987.22,0.003,0.011,18.55,65.39
2017-08-10 10:20:02,987.22,0.003,0.011,18.53,65.35
2017-08-10 10:20:05,988.31,-0.008,-0.025,18.54,65.37
2017-08-10 10:20:09,987.22,0.003,0.011,18.54,65.37
2017-08-10 10:20:12,987.22,0.003,0.011,18.53,65.35
2017-08-10 10:20:15,987.22,0.003,0.011,18.54,65.37
2017-08-10 10:20:18,988.31,-0.008,-0.025,18.54,65.37
2017-08-10 10:20:21,988.31,-0.008,-0.025,18.54,65.37
2017-08-10 10:20:24,987.20,0.004,0.012,18.53,65.35
2017-08-10 10:20:28,987.20,0.004,0.012,18.54,65.37
2017-08-10 10:20:31,988.31,-0.008,-0.025,18.53,65.35
2017-08-10 10:20:34,986.11,0.015,0.048,18.54,65.37
2017-08-10 10:20:37,988.31,-0.008,-0.025,18.54,65.37
2017-08-10 10:20:40,987.20,0.004,0.012,18.54,65.37
2017-08-10 10:20:44,987.20,0.004,0.012,18.54,65.37
2017-08-10 10:20:47,987.20,0.004,0.012,18.54,65.37
2017-08-10 10:20:50,987.20,0.004,0.012,18.53,65.35
2017-08-10 10:20:53,986.09,0.015,0.049,18.55,65.39
2017-08-10 10:20:56,987.20,0.004,0.012,18.55,65.39
2017-08-10 10:20:59,987.20,0.004,0.012,18.54,65.37
2017-08-10 10:21:03,988.29,-0.008,-0.025,18.54,65.37
2017-08-10 10:21:06,988.31,-0.008,-0.025,18.55,65.39
2017-08-10 10:21:09,987.18,0.004,0.012,18.54,65.37
2017-08-10 10:21:12,987.18,0.004,0.012,18.54,65.37
2017-08-10 10:21:15,987.20,0.004,0.012,18.55,65.39
2017-08-10 10:21:18,987.20,0.004,0.012,18.54,65.37
2017-08-10 10:21:22,987.18,0.004,0.012,18.54,65.37
2017-08-10 10:21:25,988.29,-0.008,-0.025,18.55,65.39
2017-08-10 10:21:28,987.18,0.004,0.012,18.54,65.37
2017-08-10 10:21:31,987.18,0.004,0.012,18.55,65.39
