time,temp
09:25:20,36.152
09:25:21,36.184
09:25:22,36.216
09:25:23,36.237
09:25:24,36.280
09:25:25,36.291
09:25:26,36.312
09:25:27,36.366
09:25:28,36.366
09:25:29,36.420
09:25:30,36.463
09:25:31,36.495
09:25:32,36.538
09:25:33,36.548
09:25:34,36.570
09:25:35,36.591
09:25:36,36.602
09:25:37,36.634
09:25:38,36.688
09:25:39,36.677
09:25:40,36.666
09:25:41,36.677
09:25:42,36.688
09:25:43,36.720
09:25:44,36.741
09:25:45,36.774
09:25:46,36.763
09:25:47,36.795
09:25:48,36.784
09:25:49,36.806
09:25:50,36.838
09:25:51,36.870
09:25:52,36.870
09:25:53,36.859
09:25:54,36.838
09:25:55,36.892
09:25:56,36.913
09:25:57,36.913
09:25:58,36.902
09:25:59,36.913
09:26:00,36.902
09:26:01,36.924
09:26:02,36.913
09:26:03,36.913
09:26:04,36.924
09:26:05,36.945
09:26:06,36.956
09:26:07,36.945
09:26:08,36.956
09:26:09,36.977
09:26:10,36.999
09:26:11,37.031
09:26:12,37.020
09:26:13,37.042
09:26:14,37.074
09:26:15,37.085
09:26:16,37.085
09:26:17,37.095
09:26:18,37.074
09:26:19,37.052
09:26:20,37.085
09:26:21,37.106
09:26:22,37.138
09:26:23,37.170
09:26:24,37.160
09:26:25,37.160
09:26:26,37.138
09:26:27,37.138
09:26:28,37.128
09:26:29,37.106
09:26:30,37.074
09:26:31,37.085
09:26:32,37.106
09:26:33,37.138
09:26:34,37.170
09:26:35,37.181
09:26:36,37.213
09:26:37,37.235
09:26:38,37.245
09:26:39,37.245
09:26:40,37.235
09:26:41,37.245
09:26:42,37.245
09:26:43,37.235
09:26:44,37.256
09:26:45,37.245
09:26:46,37.235
09:26:47,37.245
09:26:48,37.235
09:26:49,37.235
09:26:50,37.203
09:26:51,37.203
09:26:52,37.170
09:26:53,37.149
09:26:54,37.160
09:26:55,37.192
09:26:56,37.213
09:26:57,37.203
09:26:58,37.181
09:26:59,37.170
09:27:00,37.149
09:27:01,37.138
09:27:02,37.138
09:27:03,37.138
09:27:04,37.128
09:27:05,37.117
09:27:06,37.149
09:27:07,37.170
09:27:08,37.235
09:27:09,37.278
09:27:10,37.321
09:27:11,37.363
09:27:12,37.406
09:27:13,37.396
09:27:14,37.428
09:27:15,37.428
09:27:16,37.396
09:27:17,37.385
09:27:18,37.396
09:27:19,37.374
09:27:20,37.385
09:27:21,37.385
09:27:22,37.385
09:27:23,37.406
09:27:24,37.406
09:27:25,37.417
09:27:26,37.396
09:27:27,37.396
09:27:28,37.396
09:27:29,37.363
09:27:30,37.385
09:27:31,37.396
09:27:32,37.406
09:27:33,37.406
09:27:34,37.374
09:27:35,37.321
09:27:36,37.245
09:27:37,37.181
09:27:38,37.213
09:27:39,37.245
09:27:40,37.278
09:27:41,37.288
09:27:42,37.310
09:27:43,37.321
09:27:44,37.353
09:27:45,37.363
09:27:46,37.353
09:27:47,37.353
09:27:48,37.363
09:27:49,37.385
09:27:50,37.385
09:27:51,37.396
09:27:52,37.428
09:27:53,37.396
09:27:54,37.353
09:27:55,37.342
09:27:56,37.567
09:27:57,37.664
09:27:59,37.363
09:28:00,36.602
09:28:01,35.798
09:28:02,35.036
09:28:03,34.382
09:28:04,33.792
09:28:05,33.213
09:28:06,29.384
09:28:07,27.089
09:28:08,25.888
09:28:09,25.030
09:28:10,24.418
09:28:11,23.979
09:28:12,23.635
09:28:13,23.410
09:28:14,23.196
09:28:15,23.003
09:28:16,22.852
09:28:17,22.681
09:28:18,22.563
09:28:19,22.466
09:28:20,22.327
09:28:21,22.209
09:28:22,22.134
09:28:23,22.027
09:28:24,21.930
09:28:25,21.844
09:28:26,21.780
09:28:27,21.694
09:28:28,21.630
09:28:29,21.555
09:28:30,21.490
09:28:31,21.426
09:28:32,21.340
09:28:33,21.297
09:28:34,21.244
09:28:35,21.201
09:28:36,21.158
09:28:37,21.104
09:28:38,21.072
09:28:39,20.986
09:28:40,20.997
09:28:41,20.933
09:28:42,20.911
09:28:43,20.868
09:28:44,20.858
09:28:45,20.815
09:28:46,20.793
09:28:47,20.761
09:28:48,20.707
09:28:49,20.686
09:28:50,20.675
09:28:51,20.643
09:28:52,20.611
09:28:53,20.611
09:28:54,20.579
09:28:55,20.568
09:28:56,20.547
09:28:57,20.493
09:28:58,20.514
09:28:59,20.471
09:29:00,20.439
09:29:01,20.429
09:29:02,20.396
09:29:03,20.386
09:29:04,20.375
09:29:05,20.343
09:29:06,20.321
09:29:07,20.300
09:29:08,20.289
09:29:09,20.257
09:29:10,20.235
09:29:11,20.203
09:29:12,20.182
09:29:13,20.160
09:29:14,20.182
09:29:15,20.150
09:29:16,20.128
09:29:17,20.118
09:29:18,20.075
09:29:19,20.064
09:29:20,20.075
09:29:21,20.010
09:29:22,20.021
09:29:23,20.010
09:29:24,20.000
09:29:25,19.978
09:29:26,19.967
09:29:27,19.924
09:29:28,19.914
09:29:29,19.924
09:29:30,19.882
09:29:31,19.892
09:29:32,19.871
09:29:33,19.860
09:29:34,19.849
09:29:35,19.849
09:29:36,19.806
09:29:37,19.806
09:29:38,19.774
09:29:39,19.774
09:29:40,19.753
09:29:41,19.753
09:29:42,19.721
09:29:43,19.710
09:29:44,19.710
09:29:45,19.699
09:29:46,19.689
09:29:47,19.689
09:29:48,19.689
09:29:49,19.646
09:29:50,19.667
09:29:51,19.646
09:29:52,19.635
09:29:53,19.613
09:29:54,19.613
09:29:55,19.581
09:29:56,19.571
09:29:57,19.581
09:29:58,19.571
09:29:59,19.571
09:30:00,19.538
09:30:01,19.538
09:30:02,19.506
09:30:03,19.517
09:30:04,19.485
09:30:05,19.485
09:30:06,19.485
09:30:07,19.485
09:30:08,19.463
09:30:09,19.453
09:30:10,19.453
09:30:11,19.453
09:30:12,19.431
09:30:13,19.431
09:30:14,19.410
09:30:15,19.410
09:30:16,19.377
09:30:17,19.388
09:30:18,19.377
09:30:19,19.367
09:30:20,19.356
09:30:21,19.345
09:30:22,19.324
09:30:23,19.335
09:30:24,19.302
09:30:25,19.302
09:30:26,19.292
09:30:27,19.302
09:30:28,19.292
09:30:29,19.281
09:30:30,19.270
09:30:31,19.249
09:30:32,19.281
09:30:33,19.260
09:30:34,19.249
09:30:35,19.227
09:30:36,19.227
09:30:37,19.217
09:30:38,19.217
09:30:39,19.195
09:30:40,19.184
09:30:41,19.184
09:30:42,19.174
09:30:43,19.184
09:30:44,19.163
09:30:46,19.163
09:30:47,19.152
09:30:48,19.152
09:30:49,19.120
09:30:50,19.142
09:30:51,19.131
09:30:52,19.131
09:30:53,19.131
09:30:54,19.099
09:30:55,19.099
09:30:56,19.077
09:30:57,19.077
09:30:58,19.077
09:30:59,19.066
09:31:00,19.077
09:31:01,19.056
09:31:02,19.045
09:31:03,19.034
09:31:04,19.024
09:31:05,19.024
09:31:06,19.024
09:31:07,19.013
09:31:08,19.013
09:31:09,19.013
09:31:10,19.002
09:31:11,19.002
09:31:12,18.970
09:31:13,18.981
09:31:14,18.959
09:31:15,18.959
09:31:16,18.981
09:31:17,18.959
09:31:18,18.938
09:31:19,18.948
09:31:20,18.959
09:31:21,18.938
09:31:22,18.927
09:31:23,18.906
09:31:24,18.916
09:31:25,18.916
09:31:26,18.895
09:31:27,18.906
09:31:28,18.895
09:31:29,18.873
09:31:30,18.873
09:31:31,18.884
09:31:32,18.863
09:31:33,18.852
09:31:34,18.863
09:31:35,18.852
09:31:36,18.841
09:31:37,18.830
09:31:38,18.830
09:31:39,18.820
09:31:40,18.830
09:31:41,18.820
09:31:42,18.820
09:31:43,18.820
09:31:44,18.809
09:31:45,18.798
09:31:46,18.788
09:31:47,18.788
09:31:48,18.809
09:31:49,18.777
09:31:50,18.766
09:31:51,18.766
09:31:52,18.798
09:31:53,18.734
09:31:54,18.745
09:31:55,18.766
09:31:56,18.755
09:31:57,18.734
09:31:58,18.723
09:31:59,18.734
09:32:00,18.723
09:32:01,18.723
09:32:02,18.713
09:32:03,18.702
09:32:04,18.702
09:32:05,18.691
09:32:06,18.702
09:32:07,18.702
09:32:08,18.702
09:32:09,18.702
09:32:10,18.680
09:32:11,18.659
09:32:12,18.670
09:32:13,18.659
09:32:14,18.659
09:32:15,18.648
09:32:16,18.648
09:32:17,18.648
09:32:18,18.637
09:32:19,18.627
09:32:20,18.637
09:32:21,18.627
09:32:22,18.616
09:32:23,18.627
09:32:24,18.616
09:32:25,18.616
09:32:26,18.627
09:32:27,18.605
09:32:28,18.605
09:32:29,18.616
09:32:30,18.605
09:32:31,18.584
09:32:32,18.584
09:32:33,18.573
09:32:34,18.573
09:32:35,18.573
09:32:36,18.552
09:32:37,18.573
09:32:38,18.573
09:32:39,18.552
09:32:40,18.541
09:32:41,18.562
09:32:42,18.541
09:32:43,18.519
09:32:44,18.552
09:32:45,18.519
09:32:46,18.541
09:32:47,18.530
09:32:48,18.509
09:32:49,18.530
09:32:50,18.530
09:32:51,18.509
09:32:52,18.519
09:32:53,18.519
09:32:54,18.498
09:32:55,18.509
09:32:56,18.509
09:32:57,18.498
09:32:58,18.498
09:32:59,18.498
09:33:00,18.498
09:33:01,18.477
09:33:02,18.466
09:33:03,18.477
09:33:04,18.466
09:33:05,18.466
09:33:06,18.477
09:33:07,18.444
09:33:08,18.466
09:33:09,18.455
09:33:10,18.444
09:33:11,18.455
09:33:12,18.444
09:33:13,18.444
09:33:14,18.444
09:33:15,18.444
09:33:16,18.434
09:33:17,18.434
09:33:18,18.423
09:33:19,18.423
09:33:20,18.434
09:33:21,18.423
09:33:22,18.423
09:33:23,18.412
09:33:24,18.401
09:33:25,18.401
09:33:26,18.412
09:33:27,18.391
09:33:28,18.391
09:33:29,18.391
09:33:30,18.401
09:33:32,18.391
09:33:33,18.380
09:33:34,18.380
09:33:35,18.380
09:33:36,18.369
09:33:37,18.359
09:33:38,18.348
09:33:39,18.369
09:33:40,18.348
09:33:41,18.337
09:33:42,18.348
09:33:43,18.337
09:33:44,18.348
09:33:45,18.337
09:33:46,18.337
09:33:47,18.316
09:33:48,18.348
09:33:49,18.326
09:33:50,18.348
09:33:51,18.305
09:33:52,18.305
09:33:53,18.326
09:33:54,18.337
09:33:55,18.337
09:33:56,18.316
09:33:57,18.305
09:33:58,18.294
09:33:59,18.326
09:34:00,18.284
09:34:01,18.284
09:34:02,18.294
09:34:03,18.294
09:34:04,18.284
09:34:05,18.294
09:34:06,18.294
09:34:07,18.284
09:34:08,18.273
09:34:09,18.284
09:34:10,18.284
09:34:11,18.273
09:34:12,18.251
09:34:13,18.273
09:34:14,18.273
09:34:15,18.284
09:34:16,18.273
09:34:17,18.284
09:34:18,18.251
09:34:19,18.273
09:34:20,18.219
09:34:21,18.251
09:34:22,18.241
09:34:23,18.230
09:34:24,18.251
09:34:25,18.219
09:34:26,18.251
09:34:27,18.251
09:34:28,18.241
09:34:29,18.241
09:34:30,18.219
09:34:31,18.219
09:34:32,18.230
09:34:33,18.198
09:34:34,18.208
09:34:35,18.230
09:34:36,18.230
09:34:37,18.219
09:34:38,18.219
09:34:39,18.198
09:34:40,18.208
09:34:41,18.208
09:34:42,18.198
09:34:43,18.187
09:34:44,18.176
09:34:45,18.198
09:34:46,18.198
09:34:47,18.187
09:34:48,18.187
09:34:49,18.176
09:34:50,18.176
09:34:51,18.166
09:34:52,18.187
09:34:53,18.166
09:34:54,18.176
09:34:55,18.176
09:34:56,18.176
09:34:57,18.166
09:34:58,18.166
09:34:59,18.155
09:35:00,18.166
09:35:01,18.155
09:35:02,18.144
09:35:03,18.155
09:35:04,18.176
09:35:05,18.144
09:35:06,18.166
09:35:07,18.144
09:35:08,18.155
09:35:09,18.144
09:35:10,18.144
09:35:11,18.155
09:35:12,18.155
09:35:13,18.133
09:35:14,18.144
09:35:15,18.133
09:35:16,18.144
09:35:17,18.123
09:35:18,18.123
09:35:19,18.133
09:35:20,18.133
09:35:21,18.133
09:35:22,18.112
09:35:23,18.123
09:35:24,18.101
09:35:25,18.090
09:35:26,18.112
09:35:27,18.123
09:35:28,18.112
09:35:29,18.101
09:35:30,18.112
09:35:31,18.090
09:35:32,18.090
09:35:33,18.069
09:35:34,18.090
09:35:35,18.101
09:35:36,18.101
09:35:37,18.090
09:35:38,18.090
09:35:39,18.090
09:35:40,18.090
09:35:41,18.069
09:35:42,18.080
09:35:43,18.090
09:35:44,18.101
09:35:45,18.090
09:35:46,18.058
09:35:47,18.080
09:35:48,18.058
09:35:49,18.058
09:35:50,18.090
09:35:51,18.069
09:35:52,18.048
09:35:53,18.058
09:35:54,18.058
09:35:55,18.048
09:35:56,18.048
09:35:57,18.058
09:35:58,18.048
09:35:59,18.058
09:36:00,18.058
09:36:01,18.048
09:36:02,18.037
09:36:03,18.026
09:36:04,18.037
09:36:05,18.048
09:36:06,18.037
09:36:07,18.048
09:36:08,18.048
09:36:09,18.048
09:36:10,18.026
09:36:11,18.026
09:36:12,18.037
09:36:13,18.037
09:36:14,18.015
09:36:15,18.015
09:36:16,18.015
09:36:17,18.026
09:36:18,18.015
09:36:19,18.015
09:36:20,17.983
09:36:21,18.015
09:36:22,18.015
09:36:23,17.994
09:36:24,18.026
09:36:25,18.026
09:36:26,17.994
09:36:27,18.015
09:36:28,17.983
09:36:29,18.005
09:36:30,18.015
09:36:31,17.983
09:36:33,17.972
09:36:34,17.994
09:36:35,17.983
09:36:36,17.983
09:36:37,17.983
09:36:38,17.972
09:36:39,17.983
09:36:40,17.994
09:36:41,17.983
09:36:42,17.983
09:36:43,17.983
09:36:44,17.972
09:36:45,17.972
09:36:46,17.951
09:36:47,17.972
09:36:48,17.972
09:36:49,17.951
09:36:50,17.972
09:36:51,17.972
09:36:52,17.962
09:36:53,17.962
09:36:54,17.940
09:36:55,17.962
09:36:56,17.951
09:36:57,17.951
09:36:58,17.951
09:36:59,17.940
09:37:00,17.940
09:37:01,17.940
09:37:02,17.940
09:37:03,17.940
09:37:04,17.940
09:37:05,17.951
09:37:06,17.940
09:37:07,17.940
09:37:08,17.940
09:37:09,17.962
09:37:10,17.940
09:37:11,17.940
09:37:12,17.940
09:37:13,17.930
09:37:14,17.930
09:37:15,17.930
09:37:16,17.908
09:37:17,17.940
09:37:18,17.930
09:37:19,17.940
09:37:20,17.919
09:37:21,17.919
09:37:22,17.919
09:37:23,17.919
09:37:24,17.908
09:37:25,17.930
09:37:26,17.919
09:37:27,17.940
09:37:28,17.919
09:37:29,17.919
09:37:30,17.908
09:37:31,17.897
09:37:32,17.897
09:37:33,17.919
09:37:34,17.908
09:37:35,17.908
09:37:36,17.908
09:37:37,17.897
09:37:38,17.897
09:37:39,17.887
09:37:40,17.897
09:37:41,17.897
09:37:42,17.897
09:37:43,17.897
09:37:44,17.887
09:37:45,17.876
09:37:46,17.897
09:37:47,17.865
09:37:48,17.897
09:37:49,17.887
09:37:50,17.876
09:37:51,17.897
09:37:52,17.876
09:37:53,17.887
09:37:54,17.865
09:37:55,17.876
09:37:56,17.855
09:37:57,17.876
09:37:58,17.876
09:37:59,17.855
09:38:00,17.865
09:38:01,17.855
09:38:02,17.876
09:38:03,17.865
09:38:04,17.855
09:38:05,17.865
09:38:06,17.833
09:38:07,17.876
09:38:08,17.855
09:38:09,17.844
09:38:10,17.844
09:38:11,17.865
09:38:12,17.855
09:38:13,17.855
09:38:14,17.865
09:38:15,17.844
09:38:16,17.844
09:38:17,17.844
09:38:18,17.812
09:38:19,17.844
09:38:20,17.822
09:38:21,17.844
09:38:22,17.833
09:38:23,17.822
09:38:24,17.844
09:38:25,17.833
09:38:26,17.822
09:38:27,17.833
09:38:28,17.822
09:38:29,17.844
09:38:30,17.833
09:38:31,17.833
09:38:32,17.822
09:38:33,17.822
09:38:34,17.822
09:38:35,17.822
09:38:36,17.801
09:38:37,17.801
09:38:38,17.833
09:38:39,17.812
09:38:40,17.801
09:38:41,17.822
09:38:42,17.822
09:38:43,17.822
09:38:44,17.812
09:38:45,17.812
09:38:46,17.779
09:38:47,17.801
09:38:48,17.812
09:38:49,17.812
09:38:50,17.801
09:38:51,17.790
09:38:52,17.801
09:38:53,17.801
09:38:54,17.801
09:38:55,17.801
09:38:56,17.790
09:38:57,17.801
09:38:58,17.801
09:38:59,17.812
09:39:00,17.790
09:39:01,17.801
09:39:02,17.790
09:39:03,17.758
09:39:04,17.779
09:39:05,17.790
09:39:06,17.790
09:39:07,17.790
09:39:08,17.790
09:39:09,17.801
09:39:10,17.769
09:39:11,17.779
09:39:12,17.779
09:39:13,17.779
09:39:14,17.779
09:39:15,17.758
09:39:16,17.769
09:39:17,17.779
09:39:18,17.769
09:39:19,17.779
09:39:20,17.779
09:39:21,17.769
09:39:22,17.758
09:39:23,17.769
09:39:24,17.779
09:39:25,17.779
09:39:26,17.758
09:39:27,17.758
09:39:28,17.769
09:39:29,17.758
09:39:30,17.758
09:39:31,17.779
09:39:32,17.779
09:39:33,17.758
09:39:34,17.747
09:39:35,17.747
09:39:36,17.769
09:39:37,17.758
09:39:38,17.769
09:39:39,17.737
09:39:40,17.758
09:39:41,17.737
09:39:43,17.726
09:39:44,17.747
09:39:45,17.758
09:39:46,17.758
09:39:47,17.769
09:39:48,17.747
09:39:49,17.747
09:39:50,17.747
09:39:51,17.747
09:39:52,17.737
09:39:53,17.747
09:39:54,17.747
09:39:55,17.737
09:39:56,17.737
09:39:57,17.737
09:39:58,17.758
09:39:59,17.737
09:40:00,17.758
09:40:01,17.715
09:40:02,17.715
09:40:03,17.747
09:40:04,17.726
09:40:05,17.726
09:40:06,17.726
09:40:07,17.726
09:40:08,17.737
09:40:09,17.726
09:40:10,17.726
09:40:11,17.726
09:40:12,17.726
09:40:13,17.715
09:40:14,17.737
09:40:15,17.726
09:40:16,17.715
09:40:17,17.715
09:40:18,17.726
09:40:19,17.737
09:40:20,17.715
09:40:21,17.704
09:40:22,17.715
09:40:23,17.715
09:40:24,17.704
09:40:25,17.715
09:40:26,17.715
09:40:27,17.704
09:40:28,17.715
09:40:29,17.704
09:40:30,17.694
09:40:31,17.704
09:40:32,17.704
09:40:33,17.704
09:40:34,17.704
09:40:35,17.694
09:40:36,17.704
09:40:37,17.704
09:40:38,17.704
09:40:39,17.694
09:40:40,17.704
09:40:41,17.672
09:40:42,17.683
09:40:43,17.715
09:40:44,17.704
09:40:45,17.694
09:40:46,17.694
09:40:47,17.704
09:40:48,17.694
09:40:49,17.715
09:40:50,17.683
09:40:51,17.683
09:40:52,17.715
09:40:53,17.683
09:40:54,17.683
09:40:55,17.694
09:40:56,17.704
09:40:57,17.683
09:40:58,17.694
09:40:59,17.683
09:41:00,17.683
09:41:01,17.683
09:41:02,17.672
09:41:03,17.661
09:41:04,17.694
09:41:05,17.694
09:41:06,17.672
09:41:07,17.672
09:41:08,17.694
09:41:09,17.672
09:41:10,17.672
09:41:11,17.683
09:41:12,17.672
09:41:13,17.672
09:41:14,17.672
09:41:15,17.683
09:41:16,17.661
09:41:17,17.683
09:41:18,17.672
09:41:19,17.661
09:41:20,17.661
09:41:21,17.672
09:41:22,17.661
09:41:23,17.672
09:41:24,17.651
09:41:25,17.661
09:41:26,17.661
09:41:27,17.651
09:41:28,17.661
09:41:29,17.651
09:41:30,17.661
09:41:31,17.661
09:41:32,17.661
09:41:33,17.651
09:41:34,17.661
09:41:35,17.661
09:41:36,17.651
09:41:37,17.651
09:41:38,17.651
09:41:39,17.651
09:41:40,17.661
09:41:41,17.640
09:41:42,17.651
09:41:43,17.640
09:41:44,17.629
09:41:45,17.651
09:41:46,17.629
09:41:47,17.661
09:41:48,17.619
09:41:49,17.651
09:41:50,17.640
09:41:51,17.640
09:41:52,17.661
09:41:53,17.629
09:41:54,17.651
09:41:55,17.651
09:41:56,17.651
09:41:57,17.629
09:41:58,17.629
09:41:59,17.629
09:42:00,17.629
09:42:01,17.640
09:42:02,17.629
09:42:03,17.640
09:42:04,17.640
09:42:05,17.640
09:42:06,17.629
09:42:07,17.629
09:42:08,17.640
09:42:09,17.640
09:42:10,17.629
09:42:11,17.640
09:42:12,17.640
09:42:13,17.629
09:42:14,17.629
09:42:15,17.640
09:42:16,17.629
09:42:17,17.629
09:42:18,17.640
09:42:19,17.629
09:42:20,17.619
09:42:21,17.619
09:42:22,17.629
09:42:23,17.640
09:42:24,17.629
09:42:25,17.629
09:42:26,17.629
09:42:27,17.629
09:42:28,17.629
09:42:29,17.608
09:42:30,17.619
09:42:31,17.629
09:42:32,17.619
09:42:33,17.629
09:42:34,17.619
09:42:35,17.629
09:42:36,17.619
09:42:37,17.608
09:42:38,17.629
09:42:39,17.608
09:42:40,17.597
09:42:41,17.629
09:42:42,17.608
09:42:44,17.619
09:42:45,17.597
09:42:46,17.608
09:42:47,17.597
09:42:48,17.586
09:42:49,17.629
09:42:50,17.619
09:42:51,17.608
09:42:52,17.608
09:42:53,17.608
09:42:54,17.597
09:42:55,17.608
09:42:56,17.597
09:42:57,17.608
09:42:58,17.619
09:42:59,17.597
09:43:00,17.597
09:43:01,17.619
09:43:02,17.608
09:43:03,17.586
09:43:04,17.597
09:43:05,17.608
09:43:06,17.597
09:43:07,17.576
09:43:08,17.597
09:43:09,17.597
09:43:10,17.608
09:43:11,17.608
09:43:12,17.597
09:43:13,17.597
09:43:14,17.597
09:43:15,17.586
09:43:16,17.597
09:43:17,17.576
09:43:18,17.597
09:43:19,17.586
09:43:20,17.576
09:43:21,17.576
09:43:22,17.597
09:43:23,17.586
09:43:24,17.586
09:43:25,17.597
09:43:26,17.586
09:43:27,17.619
09:43:28,17.576
09:43:29,17.586
09:43:30,17.608
09:43:31,17.565
09:43:32,17.576
09:43:33,17.576
09:43:34,17.576
09:43:35,17.608
09:43:36,17.576
09:43:37,17.586
09:43:38,17.586
09:43:39,17.586
09:43:40,17.576
09:43:41,17.576
09:43:42,17.586
09:43:43,17.586
09:43:44,17.586
09:43:45,17.597
09:43:46,17.576
09:43:47,17.586
09:43:48,17.576
09:43:49,17.576
09:43:50,17.576
09:43:51,17.586
09:43:52,17.576
09:43:53,17.576
09:43:54,17.576
09:43:55,17.586
09:43:56,17.576
09:43:57,17.597
09:43:58,17.576
09:43:59,17.576
09:44:00,17.565
09:44:01,17.576
09:44:02,17.565
09:44:03,17.586
09:44:04,17.576
09:44:05,17.576
09:44:06,17.576
09:44:07,17.565
09:44:08,17.565
09:44:09,17.586
09:44:10,17.565
09:44:11,17.576
09:44:12,17.576
09:44:13,17.576
09:44:14,17.576
09:44:15,17.554
09:44:16,17.586
09:44:17,17.586
09:44:18,17.576
09:44:19,17.554
09:44:20,17.565
09:44:21,17.565
09:44:22,17.576
09:44:23,17.565
09:44:24,17.576
09:44:25,17.576
09:44:26,17.576
09:44:27,17.565
09:44:28,17.565
09:44:29,17.565
09:44:30,17.554
09:44:31,17.576
09:44:32,17.554
09:44:33,17.543
09:44:34,17.543
09:44:35,17.565
09:44:36,17.565
09:44:37,17.576
09:44:38,17.543
09:44:39,17.565
09:44:40,17.565
09:44:41,17.565
09:44:42,17.576
09:44:43,17.554
09:44:44,17.565
09:44:45,17.576
09:44:46,17.576
09:44:47,17.576
09:44:48,17.543
09:44:49,17.565
09:44:50,17.543
09:44:51,17.565
09:44:52,17.543
09:44:53,17.543
09:44:54,17.565
09:44:55,17.554
09:44:56,17.554
09:44:57,17.543
09:44:58,17.533
09:44:59,17.576
09:45:00,17.565
09:45:01,17.554
09:45:02,17.543
09:45:03,17.554
09:45:04,17.565
09:45:05,17.554
09:45:06,17.554
09:45:07,17.565
09:45:08,17.554
09:45:09,17.533
09:45:10,17.565
09:45:11,17.543
09:45:12,17.543
09:45:13,17.586
09:45:14,17.543
